company_symbol,sector,ev_ebitda,revenue_growth,profit_margin,gross_profit_margin,return_on_equity,fixed_asset_turnover,asset_turnover,debt_to_equity,capex_to_revenue,r_and_d_to_revenue,dividend_yield,current_ratio,debt_to_equity_squared,current_ratio_squared,positive_roe,return_on_equity_x_positive_roe
MLM,Basic Materials,13.1092,0.0703,0.111,0.227737194,0.095,0.822973927,0.444359629,0.6309,0.0886,0.0,0.0107,1.736,0.39803481,3.013696,1,0.095
GWW,Industrials,12.6965,0.0764,0.07,0.387487746,0.4071,8.299556213,1.910607867,1.1556,0.0213,0.0,0.019,2.37,1.33541136,5.6169,1,0.4071
CMI,Industrials,6.5293,0.1636,0.09,0.241344495,0.2914,5.803466797,1.247035988,0.337,0.0321,0.0379,0.0332,1.538,0.11356900000000002,2.365444,1,0.2914
OII,Energy,11.1655,-0.0063,-0.111,0.067675946,-0.1507,1.979414722,0.67592331,0.5582,0.0483,0.0,0.0,2.516,0.31158724000000004,6.330256,0,-0.0
APTV,Consumer Cyclical,9.3711,0.1204,0.074,0.189054382,0.3085,4.540736081,1.156650641,1.2559,0.0586,0.0,0.0143,1.293,1.57728481,1.671849,1,0.3085
PSX,Energy,5.3026,0.0917,0.049,0.09615031,0.227,5.187437551,2.103366359,0.4527,0.0231,0.0,0.036,1.478,0.20493729,2.184484,1,0.227
CERN,Technology,11.7405,0.0436,0.117,0.825327762,0.1278,3.077771246,0.799912978,0.09,0.1343,0.1274,0.0,2.409,0.0081,5.803280999999999,1,0.1278
AKAM,Technology,11.7157,0.0906,0.11,0.648740419,0.0935,2.980914061,0.496995296,0.4889,0.1495,0.0907,0.0,2.094,0.23902321,4.384835999999999,1,0.0935
FOE,Basic Materials,10.6185,0.1544,0.05,0.28276528,0.2127,4.228257649,0.889624047,2.1809,0.05,0.0,0.0,2.295,4.75632481,5.267024999999999,1,0.2127
A,Healthcare,16.4135,0.0988,0.064,0.546805047,0.0692,5.97810219,0.575342466,0.3939,0.0358,0.0783,0.0092,3.286,0.15515721,10.797796,1,0.0692
MOS,Basic Materials,9.355,0.2939,0.049,0.156290092,0.0452,0.816183544,0.476524912,0.4356,0.0996,0.0,0.0034,1.706,0.18974735999999998,2.910436,1,0.0452
CTB,Consumer Cyclical,5.4182,-0.0163,0.027,0.157864392,0.0653,2.802678055,1.065999799,0.2656,0.0688,0.0,0.013,1.916,0.07054336,3.6710559999999997,1,0.0653
SKX,Consumer Cyclical,5.747,0.1148,0.065,0.479011725,0.1479,7.928964894,1.437949604,0.0477,0.0308,0.0,0.0,2.908,0.00227529,8.456463999999999,1,0.1479
FL,Consumer Cyclical,6.4174,0.0021,0.036,0.315600103,0.1127,8.986143187,1.96465539,0.0496,0.0352,0.0,0.0272,4.141,0.00246016,17.147881,1,0.1127
NTAP,Technology,10.4459,0.0779,0.02,0.626626119,0.051,7.829365079,0.59243319,0.8462,-0.011,0.1323,0.0119,1.969,0.71605444,3.8769610000000005,1,0.051
BBBY,Consumer Cyclical,3.6228,0.0109,0.034,0.359778663,0.1471,6.468010343,1.753961265,0.5165,0.0304,0.0,0.0262,1.834,0.26677224999999993,3.3635560000000004,1,0.1471
AXTA,Basic Materials,11.0865,0.0729,0.044,0.338522147,0.1719,3.617316284,0.70344683,3.2064,0.0305,0.0156,0.0,2.219,10.28100096,4.923960999999999,1,0.1719
SHOO,Consumer Cyclical,11.9893,0.0695,0.078,0.372541514,0.1603,25.51590106,1.541725948,0.0,0.0075,0.0,0.0178,3.129,0.0,9.790641,1,0.1603
ANF,Consumer Cyclical,3.7058,0.0499,0.002,0.596629532,0.0057,4.731475436,1.501785275,0.2417,0.0306,0.0,0.0403,2.491,0.05841889,6.205081000000001,1,0.0057
ITW,Industrials,11.6517,0.0317,0.174,0.417388949,0.7876,8.245672808,0.993140551,2.268,0.0229,0.0,0.0281,1.631,5.1438239999999995,2.660161,1,0.7876
TSCO,Consumer Cyclical,11.9889,0.0903,0.067,0.341614497,0.3409,6.973377736,2.564140744,0.2819,0.0349,0.0,0.0144,1.913,0.07946761,3.6595690000000003,1,0.3409
POST,Consumer Defensive,12.1924,0.1974,0.073,0.298344307,0.1532,3.659823361,0.479203523,2.3781,0.036,0.0,0.0,2.778,5.65535961,7.717284,1,0.1532
EL,Consumer Defensive,20.2358,0.1572,0.081,0.792150844,0.2363,7.505759737,1.088804011,0.756,0.046,0.0,0.0104,1.863,0.571536,3.4707689999999998,1,0.2363
VSH,Technology,3.7907,0.1675,0.114,0.292789146,0.2501,3.131770762,0.976978609,0.3592,0.0574,0.0,0.0179,2.77,0.12902464000000002,7.6729,1,0.2501
TER,Technology,7.9831,-0.0168,0.215,0.580918145,0.2968,7.507663828,0.776175771,0.2496,0.0544,0.1435,0.0115,3.637,0.06230015999999999,13.227769,1,0.2968
JNPR,Technology,10.5867,-0.0755,0.122,0.589822485,0.1175,4.883366607,0.496352782,0.4435,0.0317,0.2159,0.0268,2.487,0.19669225,6.185169,1,0.1175
URBN,Consumer Cyclical,8.3254,0.0198,0.03,0.325083642,0.0832,4.443544106,1.851726257,0.0,0.0232,0.0,0.0,2.717,0.0,7.382089000000001,1,0.0832
ASH,Basic Materials,13.4505,0.1482,0.03,0.287202779,0.0335,2.27399757,0.453202567,0.7425,0.0484,0.0227,0.0113,1.591,0.5513062500000001,2.531281,1,0.0335
MCHP,Technology,13.7915,0.1681,0.064,0.60809385,0.0779,5.184008334,0.48210047,0.9355,0.0519,0.133,0.0165,1.664,0.87516025,2.768896,1,0.0779
KLIC,Technology,5.2199,0.099,0.064,0.460500877,0.0644,11.68865605,0.749844823,0.0173,0.0223,0.1345,0.01,5.672,0.00029928999999999996,32.171583999999996,1,0.0644
FLO,Consumer Defensive,12.9227,0.0079,0.04,0.47699762,0.1249,5.312721568,1.388789533,0.796,0.0247,0.0,0.0384,1.358,0.6336160000000001,1.8441640000000004,1,0.1249
SHO,Real Estate,6.9937,-0.029,0.205,0.543837081,0.094,0.38239979,0.291744707,0.377,0.1663,0.0,0.053,3.904,0.142129,15.241216,1,0.094
RXN,Industrials,18.8934,0.0812,0.028,0.381561892,0.0626,4.669861286,0.540818413,1.1182,0.019,0.0,0.0,2.197,1.2503712400000002,4.826809,1,0.0626
OSK,Industrials,7.0652,0.1283,0.061,0.176315619,0.1877,16.0164207,1.455460693,0.3254,0.0115,0.0,0.0135,1.935,0.10588516000000002,3.744225,1,0.1877
DHR,Healthcare,17.0726,0.0853,0.133,0.55834213,0.094,7.921710736,0.415888779,0.3452,0.0326,0.0619,0.0062,1.465,0.11916304,2.1462250000000003,1,0.094
AMN,Industrials,12.3859,0.0742,0.066,0.326010709,0.2218,23.62417191,1.430993468,0.6895,0.0165,0.0,0.0,1.569,0.47541025,2.4617609999999996,1,0.2218
PPC,Consumer Defensive,7.5089,0.0158,0.023,0.077115803,0.1234,5.020973467,1.84410917,1.1571,0.031,0.0,0.0,1.724,1.33888041,2.9721759999999997,1,0.1234
GNTX,Consumer Cyclical,7.8672,0.0218,0.239,0.376468218,0.2352,3.679358518,0.879463765,0.0,0.0465,0.0584,0.0213,5.03,0.0,25.300900000000002,1,0.2352
INTU,Technology,27.8018,0.1595,0.221,0.840165975,0.4719,7.419950739,1.17354889,0.1555,0.0206,0.1968,0.0076,1.39,0.02418025,1.9320999999999997,1,0.4719
PCAR,Industrials,6.2848,0.2076,0.093,0.194533468,0.2555,3.83759902,0.922036386,1.158,0.0831,0.013,0.0541,1.924,1.3409639999999998,3.7017759999999997,1,0.2555
IR,Industrials,11.6301,0.1036,0.085,0.30766776,0.1905,9.052576843,0.874590425,0.5826,0.0219,0.0,0.0215,1.328,0.33942276,1.7635840000000003,1,0.1905
YUMC,Consumer Cyclical,8.3009,0.0832,0.084,0.235412953,0.2464,5.210526316,1.82537961,0.0087,0.0559,0.0,0.0125,1.558,7.568999999999999e-05,2.4273640000000003,1,0.2464
HMSY,Industrials,19.8598,0.1479,0.092,0.3287369,0.0771,6.335468841,0.55473344,0.3364,0.0508,0.0,0.0,4.402,0.11316495999999998,19.377604,1,0.0771
WGO,Consumer Cyclical,8.3382,0.3036,0.051,0.148667041,0.1915,19.93051891,1.917493262,0.5453,0.014,0.0,0.0104,1.822,0.29735209,3.319684,1,0.1915
KSU,Industrials,9.1651,0.0508,0.231,0.653316139,0.1304,0.312273475,0.286595282,0.5588,0.2249,0.0,0.0151,1.421,0.31225743999999994,2.019241,1,0.1304
TXT,Industrials,6.9989,-0.0159,0.087,0.170197538,0.2354,5.343021033,0.979528884,0.7288,0.0264,0.0,0.0017,1.886,0.53114944,3.556996,1,0.2354
EXPD,Industrials,12.4351,0.1759,0.076,0.321977817,0.3111,16.14418623,2.455338704,0.0,0.0058,0.0,0.0132,2.061,0.0,4.247720999999999,1,0.3111
WERN,Industrials,4.8041,0.1612,0.068,0.545973537,0.1329,1.65231029,1.179702079,0.0988,0.142,0.0,0.0115,1.471,0.00976144,2.163841,1,0.1329
DLTR,Consumer Defensive,11.2848,0.0737,0.077,0.315654852,0.2387,6.950198394,1.362013862,0.7906,0.0284,0.0,0.0,1.601,0.62504836,2.563201,1,0.2387
CBT,Basic Materials,16.5753,0.1932,-0.035,0.240900679,-0.0979,2.50154321,0.999383477,0.8692,0.0586,0.0204,0.0206,1.456,0.75550864,2.119936,0,-0.0
SWKS,Technology,9.3226,0.0593,0.237,0.504317477,0.2242,3.390305899,0.801010582,0.0,0.1092,0.1046,0.0148,5.805,0.0,33.698024999999994,1,0.2242
PKI,Healthcare,20.7283,0.2308,0.086,0.482700119,0.092,8.719658495,0.464895954,0.7317,0.0336,0.0698,0.0036,1.6,0.53538489,2.5600000000000005,1,0.092
IIVI,Technology,12.8357,0.1921,0.076,0.398865545,0.0859,2.20768923,0.657784897,0.4286,0.1324,0.1009,0.0,3.222,0.18369796,10.381283999999999,1,0.0859
UHS,Healthcare,9.0352,0.0348,0.072,1.0,0.1447,2.222032038,0.956220063,0.742,0.0617,0.0,0.0034,1.338,0.5505639999999999,1.7902440000000002,1,0.1447
TDC,Technology,24.3752,0.0037,0.014,0.474121996,0.0606,7.33559322,0.916949153,1.099,0.0739,0.1465,0.0,1.415,1.207801,2.002225,1,0.0606
MLHR,Industrials,8.115,0.0452,0.054,0.366621871,0.1927,7.185274593,1.609462656,0.4138,0.0296,0.0307,0.0218,1.56,0.17123044,2.4336,1,0.1927
TRIP,Consumer Cyclical,22.4443,0.0379,0.07,0.946749226,0.0768,6.383399209,0.745269958,0.0,0.0378,0.1703,0.0,2.328,0.0,5.4195839999999995,1,0.0768
FAST,Industrials,13.4848,0.1309,0.151,0.483152404,0.3265,5.368836505,1.49483667,0.2171,0.0336,0.0,0.0295,5.295,0.04713240999999999,28.037025,1,0.3265
VIAB,Consumer Cyclical,7.824,-0.0241,0.133,0.4685158,0.2321,14.08378672,0.544212252,1.3611,0.0138,0.0,0.0246,1.499,1.85259321,2.2470010000000005,1,0.2321
SGH,Technology,5.0034,0.6929,0.093,0.226242434,0.6384,22.76465601,1.915716108,1.1308,0.0197,0.0309,0.0,1.765,1.27870864,3.1152249999999997,1,0.6384
LDOS,Technology,10.602,0.0024,0.057,0.147537767,0.1756,43.01265823,1.162371722,0.9444,0.0072,0.0,0.0244,1.379,0.89189136,1.901641,1,0.1756
ETH,Consumer Cyclical,9.4157,0.0045,0.047,0.542478716,0.0948,2.862170263,1.445581252,0.0044,0.0159,0.0,0.0436,1.768,1.936e-05,3.125824,1,0.0948
ADI,Technology,13.9794,0.2141,0.241,0.682686921,0.1327,5.371906425,0.30339715,0.562,0.0411,0.1879,0.0219,2.008,0.31584400000000007,4.032064,1,0.1327
CBS,Consumer Cyclical,8.957,0.06,0.135,0.372261265,0.699,12.00496278,0.663982799,3.6159,0.0114,0.0,0.0165,1.476,13.074732809999999,2.178576,1,0.699
TMO,Healthcare,19.3488,0.1645,0.121,0.44572625,0.1065,5.848259304,0.433169725,0.6884,0.0291,0.0397,0.003,1.728,0.47389456,2.9859839999999997,1,0.1065
WRK,Consumer Cyclical,7.5467,0.0959,0.117,0.206446384,0.1662,1.793019543,0.642144279,0.5593,0.0595,0.0,0.0321,1.436,0.31281649,2.062096,1,0.1662
BR,Industrials,19.7995,0.0452,0.099,0.268481951,0.391,21.21460069,1.310224831,0.9626,0.027,0.0,0.0126,1.275,0.9265987600000001,1.6256249999999999,1,0.391
AXL,Consumer Cyclical,7.2512,0.1603,-0.008,0.156855194,-0.0387,2.891504932,0.968005645,2.5665,0.0715,0.0,0.0,1.496,6.58692225,2.238016,0,-0.0
SIG,Consumer Cyclical,4.4238,-0.0242,0.078,0.350231889,0.2077,7.122679121,1.07079252,0.2929,0.038,0.0,0.0254,3.323,0.08579041,11.042329,1,0.2077
BDC,Technology,6.3295,0.0824,0.049,0.390045827,0.116,6.5314615,0.68408267,1.0548,0.0378,0.0544,0.0048,1.756,1.11260304,3.083536,1,0.116
CRI,Consumer Cyclical,8.6743,0.0182,0.081,0.43251492,0.3244,9.87986143,1.681645359,0.6824,0.0183,0.0,0.0221,3.185,0.46566976,10.144225,1,0.3244
MANH,Technology,18.4303,-0.0596,0.187,0.56920686,0.7115,39.05273083,1.820468826,0.0,0.0131,0.1286,0.0,1.483,0.0,2.1992890000000003,1,0.7115
AGCO,Industrials,7.4556,0.1259,0.031,0.213505133,0.0973,6.810865924,1.226266653,0.5066,0.0214,0.038,0.0108,1.279,0.25664356000000005,1.6358409999999999,1,0.0973
TILE,Consumer Cyclical,12.0608,0.1838,0.043,0.359754759,0.1417,4.027385895,0.918210026,1.7441,0.0465,0.0,0.0182,2.5,3.04188481,6.25,1,0.1417
VRSN,Technology,20.6579,0.0428,0.479,0.841860986,-0.4204,4.785132234,0.634612934,-1.2884,0.0305,0.0476,0.0,1.39,1.65997456,1.9320999999999997,0,-0.0
ULTA,Consumer Cyclical,12.114,0.2121,0.094,0.356327107,0.3129,4.947237091,2.023079829,0.0,0.0749,0.0,0.0,2.638,0.0,6.959044,1,0.3129
PRTY,Consumer Cyclical,8.2361,0.0236,0.051,0.403269599,0.1177,7.561315583,0.666469999,1.8575,0.0353,0.0096,0.0,1.439,3.4503062499999997,2.0707210000000003,1,0.1177
CPRT,Consumer Cyclical,20.3328,0.247,0.231,0.42220087,0.2643,1.552051056,0.782465903,0.2529,0.1559,0.0,0.0,2.558,0.06395841000000001,6.5433639999999995,1,0.2643
KBR,Industrials,5.3264,0.1779,0.057,0.092814981,0.1655,40.60330579,0.972486144,0.7379,0.0035,0.0,0.0211,1.381,0.54449641,1.907161,1,0.1655
AQUA,Industrials,19.0705,0.0738,0.005,0.302143048,0.0171,4.185764773,0.805197951,2.6184,0.0441,0.0119,0.0,1.986,6.856018559999999,3.944196,1,0.0171
SAVE,Industrials,10.8161,0.257,0.047,0.560425804,0.0808,1.066438127,0.643318491,1.1347,0.2328,0.0,0.0,1.612,1.2875440900000001,2.5985440000000004,1,0.0808
SXT,Basic Materials,11.8414,0.018,0.113,0.336114767,0.183,2.824148366,0.759923614,0.8252,0.0366,0.0,0.0242,3.833,0.6809550400000001,14.691889000000002,1,0.183
FMC,Basic Materials,12.6042,0.6424,0.106,0.441410381,0.1609,6.246267671,0.473998175,0.8842,0.0427,0.0617,0.014,1.346,0.78180964,1.8117160000000003,1,0.1609
KN,Technology,9.7661,0.1111,0.082,0.390131818,0.0559,3.905999055,0.534207636,0.1305,0.0967,0.1217,0.0,2.574,0.01703025,6.625475999999999,1,0.0559
SCS,Industrials,6.9959,0.0076,0.026,0.328980527,0.0992,7.022523558,1.643448795,0.3627,0.0262,0.0,0.0347,1.539,0.13155129000000002,2.368521,1,0.0992
PH,Industrials,10.436,0.189,0.074,0.249234324,0.181,7.705046284,0.9335712,0.8459,0.0116,0.0,0.0176,1.59,0.71554681,2.5281000000000002,1,0.181
CIEN,Technology,14.0773,0.1044,-0.111,0.424876692,-0.1787,10.59443895,0.823710117,0.4445,0.0219,0.1589,0.0,2.225,0.19758025,4.9506250000000005,0,-0.0
OIS,Energy,9.6516,0.6226,-0.018,0.233078126,-0.0133,2.013468979,0.543029043,0.2304,0.0775,0.0,0.0,2.95,0.05308416,8.7025,0,-0.0
SCCO,Basic Materials,7.8994,0.0665,0.217,0.519635887,0.2349,0.754663009,0.48994118,0.9075,0.158,0.0042,0.0455,2.614,0.82355625,6.832996,1,0.2349
HDS,Industrials,6.1771,0.0627,0.189,0.396992775,0.6617,15.75692308,1.185965725,1.4332,0.018,0.0,0.0,3.019,2.05406224,9.114361,1,0.6617
REVG,Consumer Cyclical,14.8977,0.05,0.005,0.116742956,0.0245,11.11199253,1.691144095,0.7939,0.0218,0.0027,0.0183,2.021,0.63027721,4.084441,1,0.0245
ALLE,Industrials,14.1992,0.1343,0.159,0.429512758,0.668,9.872425009,0.972066045,2.2194,0.0179,0.0,0.0105,1.789,4.925736359999999,3.2005209999999997,1,0.668
MHK,Consumer Cyclical,7.3552,0.0519,0.086,0.28427224,0.1159,2.124221739,0.76216049,0.4383,0.0795,0.0,0.0,1.381,0.19210689000000003,1.907161,1,0.1159
SPWH,Consumer Cyclical,6.4034,0.0381,0.022,0.338236148,0.3563,8.610315308,2.132615676,3.8823,0.0508,0.0,0.0,1.805,15.072253289999999,3.258025,1,0.3563
TWNK,Consumer Defensive,14.4624,0.0956,0.074,0.314299691,0.0741,3.85928232,0.282454355,1.1632,0.0569,0.0,0.0,2.122,1.35303424,4.502884,1,0.0741
BMCH,Basic Materials,5.0854,0.094,0.033,0.24690532,0.1369,12.51141757,2.336414123,0.4124,0.0119,0.0,0.0,2.86,0.17007376,8.179599999999999,1,0.1369
SUM,Basic Materials,7.9225,0.0872,0.001,0.297583248,0.0018,1.180250678,0.544633884,1.3661,0.0947,0.0,0.0,2.269,1.8662292100000002,5.148361,1,0.0018
ORBC,Communication Services,17.192,0.0862,-0.095,0.469008474,-0.1022,1.72512026,0.470859856,0.9625,0.0804,0.0485,0.0,2.819,0.9264062500000001,7.9467609999999995,0,-0.0
CTAS,Consumer Cyclical,16.9452,0.2166,0.13,0.449079552,0.2793,4.683945528,0.930789424,0.8405,0.042,0.0,0.0089,2.549,0.70644025,6.497401,1,0.2793
REGI,Energy,2.778,0.106,0.123,0.176245611,0.382,4.034017636,2.152466453,0.257,0.0188,0.0009,0.0,1.579,0.066049,2.493241,1,0.382
VRNT,Technology,19.4265,0.0688,-0.006,0.606434473,-0.0059,12.74263938,0.439905527,0.6898,0.0341,0.1679,0.0,1.547,0.47582403999999995,2.3932089999999997,0,-0.0
HAS,Consumer Cyclical,20.411,-0.121,0.048,0.595890599,0.1256,17.85624998,0.870160829,0.9717,0.0307,0.0538,0.0303,2.419,0.9442008900000001,5.851561,1,0.1256
AOS,Industrials,10.7088,0.0638,0.139,0.409517237,0.2587,5.903518519,1.037896793,0.1289,0.0267,0.0,0.0178,2.086,0.01661521,4.351395999999999,1,0.2587
KTOS,Industrials,39.5244,0.0244,-0.006,0.274595469,-0.0067,9.210134128,0.611820612,0.5665,0.0366,0.0252,0.0,3.004,0.32092225,9.024016,0,-0.0
VC,Consumer Cyclical,5.3868,-0.0515,0.055,0.137734584,0.3527,7.516372796,1.486796213,0.871,0.0426,0.0,0.0,1.798,0.758641,3.2328040000000002,1,0.3527
IEX,Industrials,15.4742,0.0858,0.165,0.450098765,0.2058,8.831754498,0.714959194,0.4255,0.024,0.0,0.0131,2.996,0.18105025,8.976016,1,0.2058
MXIM,Technology,15.8773,0.0803,0.188,0.655676502,0.242,4.280669838,0.557122771,0.7719,0.0242,0.1818,0.0264,4.026,0.59582961,16.208675999999997,1,0.242
FIVE,Consumer Cyclical,16.6637,0.2777,0.08,0.362548975,0.2234,7.087413848,1.837276559,0.0,0.053,0.0,0.0,2.915,0.0,8.497225,1,0.2234
SEIC,Financial Services,9.2371,0.0639,0.311,1.0,0.3175,11.13487999,0.823752782,0.0,0.0451,0.0,0.0136,4.027,0.0,16.216729,1,0.3175
VEEV,Technology,45.1151,0.2543,0.219,0.693839339,0.1668,13.20784561,0.561278126,0.0,0.0165,0.1912,0.0,3.307,0.0,10.936249,1,0.1668
FORM,Technology,11.8357,-0.0342,0.196,0.397109548,0.1793,9.798997299,0.727353747,0.1117,0.0375,0.1416,0.0,3.295,0.01247689,10.857025,1,0.1793
BRKS,Technology,20.5294,0.1973,0.185,0.389639939,0.1624,10.52810562,0.576631786,0.2731,0.0199,0.0743,0.0116,3.426,0.07458361000000001,11.737476000000001,1,0.1624
SNDR,Industrials,4.7229,0.1354,0.054,0.437010247,0.1261,2.589220685,1.373154918,0.1929,0.0658,0.0,0.0129,2.534,0.03721040999999999,6.421155999999999,1,0.1261
EW,Healthcare,36.4422,0.0837,0.194,0.747663049,0.23,4.291412104,0.699288089,0.1891,0.0641,0.1671,0.0,2.609,0.035758809999999995,6.806881,1,0.23
ROK,Industrials,15.3167,0.0562,0.08,0.432778278,0.3311,11.55686546,1.064516129,1.0981,0.0188,0.0,0.0187,1.265,1.2058236100000002,1.6002249999999998,1,0.3311
ZTS,Healthcare,20.7648,0.0976,0.245,0.67193133,0.6535,3.513268999,0.540502923,2.9529,0.058,0.0742,0.0059,3.597,8.71961841,12.938409,1,0.6535
AROC,Energy,8.4356,0.1382,0.023,0.486570158,0.025,0.416593814,0.354333275,1.8174,0.3153,0.0,0.0673,1.7,3.3029427599999996,2.8899999999999997,1,0.025
TGNA,Consumer Cyclical,6.5021,0.1599,0.184,0.517083454,0.3025,5.882712578,0.418296019,2.1958,0.0296,0.0,0.0258,1.72,4.821537640000001,2.9583999999999997,1,0.3025
THRM,Consumer Cyclical,13.1497,0.0533,0.04,0.283755787,0.0873,6.058227331,1.292899419,0.2916,0.0392,0.077,0.0,2.526,0.08503056000000002,6.380675999999999,1,0.0873
ALB,Basic Materials,8.5527,0.0986,0.206,0.360673788,0.1934,1.117132129,0.445145755,0.4756,0.2074,0.0208,0.0174,1.689,0.22619536,2.8527210000000003,1,0.1934
DNOW,Energy,12.9093,0.1809,0.017,0.201471059,0.0428,29.5,1.742061281,0.1087,0.0029,0.0,0.0,2.764,0.01181569,7.639695999999999,1,0.0428
PIR,Consumer Cyclical,3.4854,-0.0164,0.006,0.365939366,0.0419,10.06070472,2.32872945,0.7202,0.0295,0.0,0.0915,2.335,0.5186880399999999,5.452224999999999,1,0.0419
OC,Basic Materials,6.4683,0.1054,0.077,0.231259742,0.1272,1.851744949,0.72223928,0.785,0.0761,0.0126,0.0143,1.581,0.616225,2.499561,1,0.1272
UIS,Technology,2.0004,0.0303,0.027,0.242938053,-0.0562,8.365413089,1.149495443,-0.4859,0.0602,0.0113,0.0,1.41,0.23609881,1.9880999999999998,0,-0.0
JELD,Basic Materials,8.5045,0.1549,0.033,0.212513714,0.1895,5.153767535,1.426305937,1.9404,0.0224,0.0,0.0,1.706,3.7651521599999995,2.910436,1,0.1895
LITE,Technology,14.7235,0.2457,0.194,0.346317224,0.2679,4.065493646,0.788934556,0.3609,0.0747,0.1257,0.0,5.267,0.13024881,27.741289000000005,1,0.2679
ROST,Consumer Cyclical,12.0654,0.0985,0.096,0.289506303,0.4469,5.932820811,2.470221255,0.1302,0.0251,0.0,0.0083,1.636,0.01695204,2.6764959999999998,1,0.4469
SYK,Healthcare,24.3478,0.093,0.261,0.657157562,0.3029,5.936708861,0.499504205,0.8405,0.0421,0.0634,0.0123,2.025,0.70644025,4.100625,1,0.3029
CSL,Consumer Cyclical,7.1826,0.1943,0.136,0.262239089,0.2353,5.893303513,0.853368132,0.6113,0.0269,0.0123,0.0153,3.453,0.37368768999999996,11.923208999999998,1,0.2353
ANET,Technology,43.801,0.3069,0.152,0.638373519,0.153,28.54978435,0.698047004,0.0165,0.0111,0.2057,0.0,4.476,0.00027225000000000003,20.034576,1,0.153
ICHR,Technology,5.9735,0.2557,0.07,0.165292838,0.2919,19.73193579,1.696456562,1.0128,0.0169,0.0114,0.0,2.411,1.0257638399999998,5.812921,1,0.2919
WSM,Consumer Cyclical,6.8545,0.041,0.049,0.364999993,0.2156,5.67677304,1.899797505,0.2488,0.0358,0.0,0.0295,1.624,0.061901439999999995,2.637376,1,0.2156
EXP,Basic Materials,13.0293,0.1447,0.185,0.244321034,0.181,0.869128608,0.585522907,0.438,0.0952,0.0,0.004,2.558,0.191844,6.5433639999999995,1,0.181
BWA,Consumer Cyclical,5.276,0.0745,0.088,0.211726941,0.2202,3.625895317,1.043051015,0.5002,0.0519,0.0,0.0196,1.586,0.25020003999999996,2.5153960000000004,1,0.2202
CARB,Technology,16.6779,0.2378,0.026,0.711940973,0.0294,8.692061816,0.528270815,0.46,0.0414,0.1939,0.0,1.588,0.2116,2.5217440000000004,1,0.0294
ILMN,Healthcare,36.2647,0.2111,0.248,0.690069007,0.2198,3.100465116,0.478948125,0.5314,0.0888,0.1869,0.0,2.489,0.28238596,6.195120999999999,1,0.2198
ISRG,Healthcare,36.7419,0.1867,0.303,0.69923742,0.1689,4.586453202,0.474619904,0.0,0.0503,0.1123,0.0,5.281,0.0,27.888961,1,0.1689
CAL,Consumer Cyclical,6.5214,0.0799,0.031,0.419534647,0.1215,13.09021189,1.870253757,0.2752,0.0184,0.0,0.0126,1.969,0.07573504,3.8769610000000005,1,0.1215
SPAR,Industrials,8.7903,0.1542,0.018,0.120386344,0.0804,14.4282709,2.306955657,0.1371,0.011,0.009,0.0138,1.776,0.01879641,3.154176,1,0.0804
DECK,Consumer Cyclical,8.5891,0.0632,0.06,0.489477702,0.1216,8.645174917,1.505354803,0.0341,0.0182,0.0,0.0,4.814,0.0011628099999999998,23.174596,1,0.1216
COHR,Technology,8.6028,0.104,0.13,0.436614521,0.1882,6.102038853,0.841858008,0.3239,0.0454,0.0697,0.0,3.322,0.10491121000000002,11.035684,1,0.1882
MATW,Consumer Cyclical,11.701,0.0574,0.067,0.362758801,0.1236,6.339946593,0.679709078,1.1062,0.027,0.0,0.0155,2.148,1.2236784400000003,4.613904000000001,1,0.1236
AYI,Technology,11.8009,0.0499,0.095,0.403630336,0.2036,12.83606557,1.231296842,0.2078,0.0118,0.0,0.0034,1.774,0.043180840000000005,3.147076,1,0.2036
DVA,Healthcare,12.1812,0.0486,0.014,0.281401134,0.043,3.360625624,0.596792287,2.7278,0.0866,0.0,0.0,1.722,7.440892839999999,2.965284,1,0.043
WCN,Industrials,15.3577,0.0632,0.111,0.417887803,0.0847,0.952397912,0.389864001,0.6466,0.1098,0.0,0.0078,1.27,0.4180915599999999,1.6129,1,0.0847
MGPI,Consumer Defensive,16.073,0.0824,0.097,0.222285151,0.1851,3.113628837,1.353363897,0.1589,0.0825,0.0,0.0056,4.127,0.025249210000000005,17.032128999999998,1,0.1851
LTRPA,Technology,5.6296,0.0293,-0.04,0.776470588,-0.1905,10.48701299,0.309150077,1.4494,0.0378,0.0,0.0,1.52,2.10076036,2.3104,0,-0.0
SND,Basic Materials,3.1561,0.5485,0.088,0.318007248,0.0893,0.855368041,0.663363431,0.2327,0.4521,0.0,0.0,2.032,0.054149289999999996,4.129024,1,0.0893
GTES,Industrials,9.5587,0.1006,0.073,0.397478791,0.126,4.426285865,0.497962098,1.5431,0.0492,0.0,0.0,2.672,2.38115761,7.139584000000001,1,0.126
HUM,Healthcare,11.7383,0.0585,0.03,0.193807984,0.1656,32.80230548,2.239483729,0.6141,0.0108,0.0,0.007,1.682,0.37711880999999997,2.8291239999999998,1,0.1656
TEX,Industrials,10.2399,0.1745,0.022,0.188643902,0.1321,16.15190671,1.470208554,1.4116,0.0203,0.0,0.0145,1.995,1.9926145599999998,3.9800250000000004,1,0.1321
HFC,Energy,5.0224,0.243,0.062,0.205342793,0.1855,3.783136652,1.611214995,0.4075,0.0176,0.0,0.0258,2.822,0.16605625,7.963684000000001,1,0.1855
