Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
UHS,Healthcare,9.0352,0.0348,0.072,1.0,0.1447,2.222032038,0.956220063,0.742,0.0617,0.0,0.0034,1.338
ENB,Energy,11.4325,-0.0145,0.04,0.366057182,0.0415,0.49056484,0.277870645,0.93,0.1584,0.0,0.0495,0.4274
TDC,Technology,24.3752,0.0037,0.014,0.474121996,0.0606,7.33559322,0.916949153,1.099,0.0739,0.1465,0.0,1.415
ACHC,Healthcare,30.9217,0.0621,-0.058,1.0,-0.0753,0.969327163,0.48804213,1.3687,0.1134,0.0,0.0,1.082
MLHR,Industrials,8.115,0.0452,0.054,0.366621871,0.1927,7.185274593,1.609462656,0.4138,0.0296,0.0307,0.0218,1.56
SPG,Real Estate,16.101,0.0215,0.431,0.821848987,0.7402,0.152534692,0.184379779,7.0694,0.1382,0.0,0.047,0.416613389
QRTEA,Consumer Cyclical,7.7695,0.3524,0.065,0.345486851,0.1629,10.6429652,0.788632924,1.311,0.0195,0.0,0.0,1.059
TRIP,Consumer Cyclical,22.4443,0.0379,0.07,0.946749226,0.0768,6.383399209,0.745269958,0.0,0.0378,0.1703,0.0,2.328
FAST,Industrials,13.4848,0.1309,0.151,0.483152404,0.3265,5.368836505,1.49483667,0.2171,0.0336,0.0,0.0295,5.295
RH,Consumer Cyclical,18.3306,0.143,0.001,0.347953466,-0.2972,3.047558505,1.408172357,-148.5165,0.0599,0.0,0.0,1.242
CBRE,Real Estate,8.1263,0.1455,0.05,0.229187246,0.2153,29.56952273,1.585822714,0.6275,0.0107,0.0,0.0,1.164
HGV,Consumer Cyclical,7.9754,0.1683,0.149,0.706853427,0.4838,3.576028623,0.726116963,2.2127,0.0315,0.0,0.0,1.369426752
VIAB,Consumer Cyclical,7.824,-0.0241,0.133,0.4685158,0.2321,14.08378672,0.544212252,1.3611,0.0138,0.0,0.0246,1.499
EWBC,Financial Services,2.2045,0.0978,0.459,1.0,0.1591,12.86425575,0.037355604,0.1312,0.0,0.0,0.0198,0.128735478
QSR,Consumer Cyclical,15.5143,0.1707,0.114,0.581855516,0.3799,2.613170732,0.265974877,7.4792,0.0161,0.0,0.0344,1.065
GSAT,Communication Services,9.386,0.1549,-0.05,0.59966337,-0.0182,0.147404256,0.124452645,1.2911,0.1105,0.0,0.0,0.767
TTPH,Healthcare,0.276,0.9557,-3.817,0.987939061,-0.9056,16.86351472,0.153761062,0.355,0.0108,2.903,0.0,7.78
SGH,Technology,5.0034,0.6929,0.093,0.226242434,0.6384,22.76465601,1.915716108,1.1308,0.0197,0.0309,0.0,1.765
CASA,Technology,11.578,-0.1549,0.246,0.733578571,0.9753,9.94434218,0.625993102,3.947,0.0268,0.2389,0.0,4.685
CXP,Real Estate,20.2554,0.0309,0.032,0.699046462,0.0035,0.104162908,0.07138081,0.483,-0.6395,0.0,0.0413,1.67180597
LDOS,Technology,10.602,0.0024,0.057,0.147537767,0.1756,43.01265823,1.162371722,0.9444,0.0072,0.0,0.0244,1.379
VSLR,Technology,6.1227,0.0832,-0.054,0.14475701,-0.054,0.148912805,0.124748255,4.22,1.1336,0.0064,0.0,1.672
MPW,Real Estate,6.5918,0.1132,1.296,0.818590173,0.2236,0.117077983,0.088710275,0.894,-1.8606,0.0,0.0622,10.70147559
ETH,Consumer Cyclical,9.4157,0.0045,0.047,0.542478716,0.0948,2.862170263,1.445581252,0.0044,0.0159,0.0,0.0436,1.768
BGFV,Consumer Cyclical,6.5312,-0.0218,-0.004,0.304632228,-0.0202,12.9115809,2.35384366,0.4126,0.0157,0.0,0.1931,2.159
AEE,Utilities,10.4372,0.019,0.13,0.36750914,0.1068,0.275800088,0.231159287,1.1841,0.3716,0.0,0.0283,0.571
HCC,Basic Materials,2.5068,0.1787,0.506,0.472559283,0.9778,2.085544736,0.987790314,0.6581,0.0781,0.0,0.2791,3.77
LAMR,Real Estate,14.5337,0.0558,0.187,0.654719516,0.2697,1.256495512,0.358052924,2.5523,0.0723,0.0,0.0528,0.799
EXEL,Healthcare,11.3074,0.887,0.808,0.969141254,0.536,15.04168135,0.600319486,0.0095,0.0386,0.2135,0.0,8.505
HZNP,Healthcare,15.1288,0.1433,-0.061,0.650275346,-0.0623,60.07512064,0.306337301,1.5937,0.004,0.0685,0.0,2.181
ADI,Technology,13.9794,0.2141,0.241,0.682686921,0.1327,5.371906425,0.30339715,0.562,0.0411,0.1879,0.0219,2.008
OLED,Technology,44.5761,-0.2628,0.238,0.755321041,0.0852,3.547713618,0.26506068,0.0,0.1026,0.2171,0.0026,4.767
EYE,Consumer Cyclical,23.4758,0.1175,0.015,0.535693696,0.0318,4.327739872,0.925041637,0.7779,0.068,0.0,0.0,1.014
CBS,Consumer Cyclical,8.957,0.06,0.135,0.372261265,0.699,12.00496278,0.663982799,3.6159,0.0114,0.0,0.0165,1.476
TMO,Healthcare,19.3488,0.1645,0.121,0.44572625,0.1065,5.848259304,0.433169725,0.6884,0.0291,0.0397,0.003,1.728
HCLP,Basic Materials,3.3757,0.3986,0.163,0.268831569,0.1704,0.817348534,0.587820939,0.5518,0.1643,0.0,0.3911,1.849
OFC,Real Estate,14.334,-0.0566,0.125,0.551365479,0.0456,0.177846359,0.158126698,1.1504,0.3794,0.0,0.0523,1.942276758
HLF,Consumer Defensive,14.0264,0.1048,0.061,0.812073265,-0.41,13.58833333,1.753459029,-3.392,0.0172,0.0,0.0,1.136
WRK,Consumer Cyclical,7.5467,0.0959,0.117,0.206446384,0.1662,1.793019543,0.642144279,0.5593,0.0595,0.0,0.0321,1.436
BR,Industrials,19.7995,0.0452,0.099,0.268481951,0.391,21.21460069,1.310224831,0.9626,0.027,0.0,0.0126,1.275
MCD,Consumer Cyclical,16.256,-0.0787,0.282,0.513003443,-0.9466,0.920434099,0.640793388,-4.9654,0.1228,0.0,0.0236,1.363
SSNC,Technology,20.4948,1.0421,0.03,0.400455994,0.0225,6.184201012,0.212391743,1.8026,0.0232,0.093,0.0067,1.066
CHTR,Communication Services,8.9924,0.0494,0.028,1.0,0.0339,1.242213745,0.29859714,2.0071,0.2199,0.0,0.0,0.226
AXL,Consumer Cyclical,7.2512,0.1603,-0.008,0.156855194,-0.0387,2.891504932,0.968005645,2.5665,0.0715,0.0,0.0,1.496
VLY,Financial Services,17.2699,0.2585,0.259,1.0,0.078,2.806410444,0.030089802,1.1436,0.0195,0.0,0.0495,0.023080989
SUN,Energy,36.7239,0.4496,-0.012,0.066023302,-0.264,10.99223803,3.483090797,3.8074,0.0039,0.0,0.1215,1.046
CRC,Energy,5.0137,0.5274,0.107,0.653720627,-0.9086,0.474670798,0.428052529,-14.5457,0.2027,0.0111,0.0,1.054
ATUS,Communication Services,8.7596,0.0279,0.002,0.668317548,0.0051,1.641242633,0.284603518,6.2144,0.1195,0.0,0.1232,0.447
SIG,Consumer Cyclical,4.4238,-0.0242,0.078,0.350231889,0.2077,7.122679121,1.07079252,0.2929,0.038,0.0,0.0254,3.323
BDC,Technology,6.3295,0.0824,0.049,0.390045827,0.116,6.5314615,0.68408267,1.0548,0.0378,0.0544,0.0048,1.756
XPO,Industrials,7.453,0.1234,0.023,0.147057121,0.118,6.633013436,1.408231459,1.1941,0.0319,0.0,0.0,1.113
CRI,Consumer Cyclical,8.6743,0.0182,0.081,0.43251492,0.3244,9.87986143,1.681645359,0.6824,0.0183,0.0,0.0221,3.185
MANH,Technology,18.4303,-0.0596,0.187,0.56920686,0.7115,39.05273083,1.820468826,0.0,0.0131,0.1286,0.0,1.483
AGCO,Industrials,7.4556,0.1259,0.031,0.213505133,0.0973,6.810865924,1.226266653,0.5066,0.0214,0.038,0.0108,1.279
TILE,Consumer Cyclical,12.0608,0.1838,0.043,0.359754759,0.1417,4.027385895,0.918210026,1.7441,0.0465,0.0,0.0182,2.5
MMC,Financial Services,14.9364,0.066,0.11,1.0,0.2197,21.32667618,0.692835295,0.7754,0.0208,0.0,0.0198,1.205
CAKE,Consumer Cyclical,9.2277,-0.0067,0.07,0.426241162,0.2565,2.417532846,1.695724123,0.0163,0.0542,0.0,0.0215,0.524
CAR,Industrials,5.5519,0.0312,0.018,0.218325296,0.3986,0.747256347,0.476473967,33.2923,0.3477,0.0,0.0,1.267
URI,Industrials,5.518,0.2117,0.136,0.418043992,0.3221,0.787840219,0.44377654,3.452,0.1993,0.0,0.0,0.832
VRSN,Technology,20.6579,0.0428,0.479,0.841860986,-0.4204,4.785132234,0.634612934,-1.2884,0.0305,0.0476,0.0,1.39
MCO,Industrials,14.8326,0.0568,0.295,1.0,2.8476,13.86610487,0.466366442,12.3418,0.0203,0.0,0.0126,1.614
SLG,Real Estate,16.117,-0.1879,0.189,0.634458266,0.0419,0.191337592,0.096255787,0.947,0.2566,0.0,0.0416,3.083854643
XOG,Energy,2.6178,0.7553,0.092,0.802808974,0.0656,0.288876749,0.254617409,0.8116,0.9191,0.0298,0.0,1.155
L,Financial Services,9.5129,0.0241,0.045,0.443338547,0.0343,0.906840307,0.1796057,0.6143,0.0707,0.0,0.0055,0.472470068
VNO,Real Estate,15.9924,0.0382,0.178,0.554712255,0.1008,0.165704425,0.125938301,2.2029,0.5016,0.0,0.0406,4.267245842
BCC,Basic Materials,5.9612,0.1271,0.004,0.137668884,0.0304,10.25255324,3.159080676,0.6533,0.013,0.0,0.0545,2.666
ULTA,Consumer Cyclical,12.114,0.2121,0.094,0.356327107,0.3129,4.947237091,2.023079829,0.0,0.0749,0.0,0.0,2.638
PRTY,Consumer Cyclical,8.2361,0.0236,0.051,0.403269599,0.1177,7.561315583,0.666469999,1.8575,0.0353,0.0096,0.0,1.439
JACK,Consumer Cyclical,10.8034,-0.2074,0.14,0.42536881,-0.2051,2.072323665,1.056221968,-1.8079,0.0317,0.0,0.0193,0.517
OGE,Utilities,11.1557,0.9822,0.095,0.800870147,0.1062,0.518521946,0.416984538,0.7857,0.128,0.0,0.0348,0.641
CPRT,Consumer Cyclical,20.3328,0.247,0.231,0.42220087,0.2643,1.552051056,0.782465903,0.2529,0.1559,0.0,0.0,2.558
EAT,Consumer Cyclical,9.6452,-0.0049,0.048,0.174778338,-0.3055,3.33943977,2.327172864,-2.693,0.0323,0.0,0.0306,0.331
DXC,Technology,7.8069,1.857,0.081,0.249206276,0.1298,6.462384775,0.640694555,0.5939,0.0103,0.0,0.0084,0.976
KBR,Industrials,5.3264,0.1779,0.057,0.092814981,0.1655,40.60330579,0.972486144,0.7379,0.0035,0.0,0.0211,1.381
AQUA,Industrials,19.0705,0.0738,0.005,0.302143048,0.0171,4.185764773,0.805197951,2.6184,0.0441,0.0119,0.0,1.986
SBRA,Real Estate,9.8464,0.5368,0.432,1.0,0.0859,0.106501103,0.093530482,0.9943,0.0444,0.0,0.1092,2.668236018
FISV,Industrials,15.0508,0.0223,0.204,0.472952087,0.5177,14.63065327,0.517048482,2.5988,0.0618,0.0,0.0,1.106
SRE,Utilities,14.4686,0.0428,0.079,0.377684607,0.0613,0.33935364,0.192733929,1.3378,0.3238,0.0,0.0331,0.485
SAVE,Industrials,10.8161,0.257,0.047,0.560425804,0.0808,1.066438127,0.643318491,1.1347,0.2328,0.0,0.0,1.612
DXLG,Consumer Cyclical,13.1276,0.0393,-0.04,0.449503821,-0.321,5.057833018,2.069994161,0.9663,0.0482,0.0,0.0,1.183
HTA,Real Estate,13.03,0.1343,0.307,0.683215446,0.0656,0.122921388,0.112535946,0.7805,0.186,0.0,0.0486,1.671260264
SXT,Basic Materials,11.8414,0.018,0.113,0.336114767,0.183,2.824148366,0.759923614,0.8252,0.0366,0.0,0.0242,3.833
OMC,Consumer Cyclical,7.5111,0.0011,0.087,1.0,0.5207,22.01929724,0.621123614,1.9205,0.0128,0.0,0.0328,0.899
CVA,Industrials,8.6312,0.0662,0.081,0.258029979,0.3121,0.743038982,0.486078584,5.1211,0.1103,0.0,0.0745,1.126
LXP,Real Estate,6.7657,0.0094,0.559,0.466619787,0.171,0.154691608,0.133839003,1.1223,-1.4343,0.0,0.0865,3.591182982
ONB,Financial Services,18.3189,0.1756,0.263,1.0,0.071,1.493976276,0.036796685,0.9272,0.0359,0.0,0.0338,0.029843096
FMC,Basic Materials,12.6042,0.6424,0.106,0.441410381,0.1609,6.246267671,0.473998175,0.8842,0.0427,0.0617,0.014,1.346
KN,Technology,9.7661,0.1111,0.082,0.390131818,0.0559,3.905999055,0.534207636,0.1305,0.0967,0.1217,0.0,2.574
KW,Real Estate,11.5664,-0.0353,0.194,0.56716225,0.1203,0.135642262,0.104784741,4.3417,0.6721,0.0,0.0429,0.772785623
SCS,Industrials,6.9959,0.0076,0.026,0.328980527,0.0992,7.022523558,1.643448795,0.3627,0.0262,0.0,0.0347,1.539
CXW,Industrials,9.4948,0.0398,0.087,0.283541584,0.1125,0.648545585,0.50217088,1.2732,0.0663,0.0,0.0965,1.019
DFS,Financial Services,8.0166,0.0486,0.35,1.0,0.2416,8.198717949,0.070048287,2.4464,0.0331,0.0,0.0254,1.334604631
PH,Industrials,10.436,0.189,0.074,0.249234324,0.181,7.705046284,0.9335712,0.8459,0.0116,0.0,0.0176,1.59
CIEN,Technology,14.0773,0.1044,-0.111,0.424876692,-0.1787,10.59443895,0.823710117,0.4445,0.0219,0.1589,0.0,2.225
OIS,Energy,9.6516,0.6226,-0.018,0.233078126,-0.0133,2.013468979,0.543029043,0.2304,0.0775,0.0,0.0,2.95
SEMG,Energy,9.2481,0.2024,-0.02,0.27171227,-0.0179,0.724045693,0.480444243,1.5326,0.1561,0.0,0.1371,1.123
SCCO,Basic Materials,7.8994,0.0665,0.217,0.519635887,0.2349,0.754663009,0.48994118,0.9075,0.158,0.0042,0.0455,2.614
HDS,Industrials,6.1771,0.0627,0.189,0.396992775,0.6617,15.75692308,1.185965725,1.4332,0.018,0.0,0.0,3.019
NGHC,Financial Services,6.8171,0.042,0.038,0.422256347,0.0934,14.96075051,0.488169754,0.3178,0.0222,0.0,0.0066,0.918948058
ATSG,Industrials,8.3465,-0.1646,0.078,0.766241756,0.1588,0.57385346,0.361187735,3.2107,0.3086,0.0,0.0,1.131
REVG,Consumer Cyclical,14.8977,0.05,0.005,0.116742956,0.0245,11.11199253,1.691144095,0.7939,0.0218,0.0027,0.0183,2.021
ALLE,Industrials,14.1992,0.1343,0.159,0.429512758,0.668,9.872425009,0.972066045,2.2194,0.0179,0.0,0.0105,1.789
MHK,Consumer Cyclical,7.3552,0.0519,0.086,0.28427224,0.1159,2.124221739,0.76216049,0.4383,0.0795,0.0,0.0,1.381
SPWH,Consumer Cyclical,6.4034,0.0381,0.022,0.338236148,0.3563,8.610315308,2.132615676,3.8823,0.0508,0.0,0.0,1.805
TWNK,Consumer Defensive,14.4624,0.0956,0.074,0.314299691,0.0741,3.85928232,0.282454355,1.1632,0.0569,0.0,0.0,2.122
BMCH,Basic Materials,5.0854,0.094,0.033,0.24690532,0.1369,12.51141757,2.336414123,0.4124,0.0119,0.0,0.0,2.86
EQIX,Technology,17.9028,0.161,0.072,0.486267202,0.0506,0.459971413,0.250518384,1.5698,0.4133,0.0,0.0259,1.0
GRA,Basic Materials,14.3675,0.1256,0.087,0.396822111,0.5065,1.909755856,0.541917931,5.9937,0.112,0.0325,0.0148,1.667
SUM,Basic Materials,7.9225,0.0872,0.001,0.297583248,0.0018,1.180250678,0.544633884,1.3661,0.0947,0.0,0.0,2.269
UNM,Financial Services,9.2984,0.0276,0.045,0.308496788,0.0607,21.20771622,0.187448687,0.3446,0.0124,0.0,0.0334,13.73926433
NJR,Utilities,17.5338,0.285,0.08,0.127901907,0.1645,1.099605854,0.703509985,1.0262,0.1156,0.0,0.0245,1.025
ORBC,Communication Services,17.192,0.0862,-0.095,0.469008474,-0.1022,1.72512026,0.470859856,0.9625,0.0804,0.0485,0.0,2.819
NNN,Real Estate,17.9461,0.0645,0.415,1.0,0.0704,0.090563182,0.087656287,0.6864,1.2157,0.0,0.0402,8.45975716
PAGP,Energy,7.7702,0.2987,0.01,0.088063427,0.1809,2.300702608,1.26928811,4.9886,0.048,0.0,0.0597,1.023
AMAG,Healthcare,2.0352,-0.0439,-0.139,0.544533567,-0.0881,63.02380003,0.403248433,0.3793,0.0053,0.0946,0.0,3.174
CTAS,Consumer Cyclical,16.9452,0.2166,0.13,0.449079552,0.2793,4.683945528,0.930789424,0.8405,0.042,0.0,0.0089,2.549
REGI,Energy,2.778,0.106,0.123,0.176245611,0.382,4.034017636,2.152466453,0.257,0.0188,0.0009,0.0,1.579
VRNT,Technology,19.4265,0.0688,-0.006,0.606434473,-0.0059,12.74263938,0.439905527,0.6898,0.0341,0.1679,0.0,1.547
HAS,Consumer Cyclical,20.411,-0.121,0.048,0.595890599,0.1256,17.85624998,0.870160829,0.9717,0.0307,0.0538,0.0303,2.419
AOS,Industrials,10.7088,0.0638,0.139,0.409517237,0.2587,5.903518519,1.037896793,0.1289,0.0267,0.0,0.0178,2.086
DGX,Healthcare,10.824,0.0174,0.098,0.345903598,0.1411,5.847049689,0.684449696,0.7464,0.0509,0.0,0.0234,0.936
CUZ,Real Estate,14.6042,0.0194,0.167,0.653464138,0.0286,0.128442931,0.11461121,0.3842,0.4698,0.0,0.0247,0.950616836
KTOS,Industrials,39.5244,0.0244,-0.006,0.274595469,-0.0067,9.210134128,0.611820612,0.5665,0.0366,0.0252,0.0,3.004
FIS,Technology,15.0165,-0.0283,0.1,0.338834145,0.0828,14.34923339,0.354354228,0.8796,0.0738,0.0,0.0125,1.195
TRN,Industrials,10.8392,0.0466,0.063,0.227292655,0.0721,0.396106971,0.314061483,1.8225,0.2941,0.0,0.4138,1.585106383
SPGI,Industrials,15.515,0.0322,0.313,0.728187919,3.1178,23.17777778,0.661662085,5.8312,0.0181,0.0,0.0118,1.371
AN,Consumer Cyclical,6.0944,-0.0057,0.018,0.158657439,0.1458,6.786296073,2.007744888,0.9575,0.0168,0.0,0.0,0.863
ABR,Real Estate,21.0572,0.2903,0.327,0.968494115,0.1294,22.91852416,0.071784137,3.7906,0.0011,0.0,0.1122,5.459935302
MCK,Healthcare,27.2887,0.0495,0.0,0.053677102,0.0068,84.56047078,3.450704692,0.8038,0.0028,0.0006,0.0093,1.012
VC,Consumer Cyclical,5.3868,-0.0515,0.055,0.137734584,0.3527,7.516372796,1.486796213,0.871,0.0426,0.0,0.0,1.798
ROIC,Real Estate,15.9726,0.0825,0.144,0.742391767,0.036,0.104475561,0.098498504,1.2479,0.1895,0.0,0.0491,2.062453241
HTZ,Industrials,4.8982,0.0796,-0.024,0.43655303,-0.2121,0.361850371,0.444486016,15.3855,0.4384,0.0,0.0,0.964860183
IEX,Industrials,15.4742,0.0858,0.165,0.450098765,0.2058,8.831754498,0.714959194,0.4255,0.024,0.0,0.0131,2.996
MXIM,Technology,15.8773,0.0803,0.188,0.655676502,0.242,4.280669838,0.557122771,0.7719,0.0242,0.1818,0.0264,4.026
INN,Real Estate,8.1796,0.1007,0.125,0.474521833,0.0764,0.274332256,0.25526291,0.8057,0.2663,0.0,0.074,0.101
TROX,Basic Materials,6.1457,0.0713,-0.004,0.2737768,-0.0102,1.010555556,0.391856958,4.6281,0.0643,0.0,0.0231,8.48
ABC,Healthcare,12.9855,0.0966,0.01,0.027464136,0.5655,88.74313315,4.458199024,1.5898,0.002,0.0,0.0164,0.929
EFX,Industrials,17.7341,0.0148,0.088,0.57785528,0.0965,4.461427824,0.477003299,0.848,0.0943,0.0,0.0168,1.091
DPZ,Consumer Cyclical,21.7186,0.2313,0.105,0.37947261,-0.1191,14.61173751,3.783252974,-1.1617,0.0349,0.0,0.0089,1.493
ENLC,Energy,7.9138,0.3414,-0.002,0.219638914,-0.0076,1.124483328,0.719929681,2.5628,0.1093,0.0,0.1117,0.809
OHI,Real Estate,15.0966,-0.0294,0.319,1.0,0.0817,0.142579528,0.102630034,1.3182,-0.0399,0.0,0.0751,2.957170692
SUI,Real Estate,23.07,0.1468,0.094,0.610335234,0.0345,0.18417241,0.16793154,0.9823,0.5802,0.0,0.0279,2.09920141
SIVB,Financial Services,5.5997,0.3532,0.382,1.0,0.1903,19.74338495,0.044812798,0.2595,0.018,0.0,0.0,0.083952783
MPLX,Energy,13.4055,0.6615,0.271,0.565291829,0.1034,0.298490128,0.163382072,1.0197,0.2974,0.0,0.0822,0.635
FIVE,Consumer Cyclical,16.6637,0.2777,0.08,0.362548975,0.2234,7.087413848,1.837276559,0.0,0.053,0.0,0.0,2.915
LPLA,Financial Services,7.1696,0.2118,0.085,0.987827847,0.4512,11.24446814,0.947225981,2.5425,0.0256,0.0,0.0164,2.792056716
SEIC,Financial Services,9.2371,0.0639,0.311,1.0,0.3175,11.13487999,0.823752782,0.0,0.0451,0.0,0.0136,4.027
SIX,Consumer Cyclical,11.3472,0.077,0.189,0.524134953,-0.4292,1.167526534,0.581452635,-3.2756,0.0927,0.0,0.0568,0.657
VEEV,Technology,45.1151,0.2543,0.219,0.693839339,0.1668,13.20784561,0.561278126,0.0,0.0165,0.1912,0.0,3.307
DO,Energy,12.3351,-0.2709,-0.166,0.31153926,-0.0503,0.208944563,0.179468177,0.5507,0.2053,0.0,0.0,3.318
FORM,Technology,11.8357,-0.0342,0.196,0.397109548,0.1793,9.798997299,0.727353747,0.1117,0.0375,0.1416,0.0,3.295
BRKS,Technology,20.5294,0.1973,0.185,0.389639939,0.1624,10.52810562,0.576631786,0.2731,0.0199,0.0743,0.0116,3.426
SWK,Industrials,12.181,0.0783,0.043,0.3469433,0.0772,7.30075188,0.720445177,0.5358,0.0352,0.0,0.0215,1.142
SNDR,Industrials,4.7229,0.1354,0.054,0.437010247,0.1261,2.589220685,1.373154918,0.1929,0.0658,0.0,0.0129,2.534
VNDA,Healthcare,39.3313,0.1698,0.131,0.89380586,0.0915,43.72153045,0.581453045,0.0,0.1314,0.2257,0.0,5.642
EW,Healthcare,36.4422,0.0837,0.194,0.747663049,0.23,4.291412104,0.699288089,0.1891,0.0641,0.1671,0.0,2.609
SKT,Real Estate,14.9986,0.0132,0.088,0.675635409,0.0909,0.239569581,0.20742194,3.5672,0.1326,0.0,0.0689,1.296446369
ROK,Industrials,15.3167,0.0562,0.08,0.432778278,0.3311,11.55686546,1.064516129,1.0981,0.0188,0.0,0.0187,1.265
PENN,Consumer Cyclical,12.6001,0.1398,0.026,0.429205461,0.1279,0.522350047,0.327334915,13.0752,-0.136,0.0,0.0,0.918
ALL,Financial Services,8.75,0.0104,0.053,0.360391812,0.1057,38.10047847,0.354702492,0.3027,0.007,0.0,0.0223,0.719017094
SBAC,Communication Services,25.4915,0.0799,0.025,0.748729026,-0.0141,0.669582663,0.258631935,-2.9432,0.0803,0.0,0.0,0.31
ZTS,Healthcare,20.7648,0.0976,0.245,0.67193133,0.6535,3.513268999,0.540502923,2.9529,0.058,0.0742,0.0059,3.597
AROC,Energy,8.4356,0.1382,0.023,0.486570158,0.025,0.416593814,0.354333275,1.8174,0.3153,0.0,0.0673,1.7
THO,Consumer Cyclical,6.457,0.1493,0.052,0.139834161,0.222,15.95411394,2.997449855,0.0,0.0161,0.0,0.0156,1.705
TGNA,Consumer Cyclical,6.5021,0.1599,0.184,0.517083454,0.3025,5.882712578,0.418296019,2.1958,0.0296,0.0,0.0258,1.72
WM,Industrials,11.2579,0.0296,0.129,0.379844441,0.3068,1.248869536,0.658454746,1.5978,0.1136,0.0,0.0209,0.851
THRM,Consumer Cyclical,13.1497,0.0533,0.04,0.283755787,0.0873,6.058227331,1.292899419,0.2916,0.0392,0.077,0.0,2.526
UMPQ,Financial Services,9.0893,0.0595,0.272,1.0,0.078,5.110085611,0.043138844,0.3546,0.0077,0.0,0.0516,0.044501584
ALB,Basic Materials,8.5527,0.0986,0.206,0.360673788,0.1934,1.117132129,0.445145755,0.4756,0.2074,0.0208,0.0174,1.689
RHI,Industrials,10.1474,0.1013,0.075,0.415500241,0.4085,46.33692561,3.047806286,0.0006,0.0073,0.0,0.0196,1.798
HLT,Consumer Cyclical,15.88,0.0953,0.086,0.850437907,1.3866,24.26702997,0.636370132,13.216,0.0179,0.0,0.0084,0.758
DNOW,Energy,12.9093,0.1809,0.017,0.201471059,0.0428,29.5,1.742061281,0.1087,0.0029,0.0,0.0,2.764
PIR,Consumer Cyclical,3.4854,-0.0164,0.006,0.365939366,0.0419,10.06070472,2.32872945,0.7202,0.0295,0.0,0.0915,2.335
WPG,Real Estate,7.6576,-0.0459,0.11,0.674966992,0.0936,0.122289277,0.165846649,2.9383,0.1585,0.0,0.2058,0.805353461
PNFP,Financial Services,11.4988,0.3586,0.398,1.0,0.0906,3.399740172,0.036068611,0.5127,0.023,0.0,0.0126,0.045881908
DRH,Real Estate,11.7259,-0.0072,0.102,0.305896465,0.0466,0.293316245,0.270111772,0.5194,0.4342,0.0,0.0413,1.145454545
OC,Basic Materials,6.4683,0.1054,0.077,0.231259742,0.1272,1.851744949,0.72223928,0.785,0.0761,0.0126,0.0143,1.581
CUBE,Real Estate,19.0639,0.0698,0.274,0.67076181,0.0959,0.166050906,0.159325463,1.0219,0.5488,0.0,0.0425,0.137808013
GLPI,Real Estate,17.2107,0.0869,0.322,0.842872258,0.1499,0.130247407,0.123083938,2.5836,1.1789,0.0,0.0795,0.841
CBOE,Financial Services,14.5837,0.2421,0.152,0.439504478,0.1316,36.1462141,0.520353317,0.375,0.0131,0.0,0.0119,1.147
RDNT,Healthcare,7.778,0.0574,0.033,0.110341426,0.2535,2.8205502,0.879040502,5.2859,0.1464,0.0,0.0,0.871
AL,Industrials,9.1765,0.1077,0.304,1.0,0.1063,0.09589327,0.090884074,2.4005,2.0151,0.0,0.0142,0.131514658
UIS,Technology,2.0004,0.0303,0.027,0.242938053,-0.0562,8.365413089,1.149495443,-0.4859,0.0602,0.0113,0.0,1.41
JELD,Basic Materials,8.5045,0.1549,0.033,0.212513714,0.1895,5.153767535,1.426305937,1.9404,0.0224,0.0,0.0,1.706
TDG,Industrials,17.0727,0.0876,0.236,0.571356077,-0.5292,9.814066793,0.312452249,-7.1205,0.0192,0.0,0.0,4.062
LITE,Technology,14.7235,0.2457,0.194,0.346317224,0.2679,4.065493646,0.788934556,0.3609,0.0747,0.1257,0.0,5.267
STAY,Consumer Cyclical,10.2506,-0.006,0.089,0.532377717,0.1436,0.369193649,0.324921194,3.0519,-0.0783,0.0,0.0561,1.448430493
ROST,Consumer Cyclical,12.0654,0.0985,0.096,0.289506303,0.4469,5.932820811,2.470221255,0.1302,0.0251,0.0,0.0083,1.636
SYK,Healthcare,24.3478,0.093,0.261,0.657157562,0.3029,5.936708861,0.499504205,0.8405,0.0421,0.0634,0.0123,2.025
REI,Energy,6.6223,0.8001,0.075,0.721542652,0.0195,0.221518367,0.211730968,0.0854,1.6943,0.0,0.0,0.324
HR,Real Estate,16.9074,0.0604,0.155,0.621425035,0.0406,0.152215167,0.141132604,0.7841,0.2332,0.0,0.0422,1.767514903
CSL,Consumer Cyclical,7.1826,0.1943,0.136,0.262239089,0.2353,5.893303513,0.853368132,0.6113,0.0269,0.0123,0.0153,3.453
ANET,Technology,43.801,0.3069,0.152,0.638373519,0.153,28.54978435,0.698047004,0.0165,0.0111,0.2057,0.0,4.476
PCRX,Healthcare,48.3211,0.1767,-0.001,0.742511348,-0.0015,3.103680869,0.489266022,0.9057,0.043,0.1651,0.0,7.879
ICHR,Technology,5.9735,0.2557,0.07,0.165292838,0.2919,19.73193579,1.696456562,1.0128,0.0169,0.0114,0.0,2.411
WSM,Consumer Cyclical,6.8545,0.041,0.049,0.364999993,0.2156,5.67677304,1.899797505,0.2488,0.0358,0.0,0.0295,1.624
