Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
PETS,Consumer Defensive,13.7931,0.0988,0.136,0.357220599,0.3222,9.526460457,2.030614969,0.0,0.0026,0.0,0.0206,5.811
CETV,Consumer Cyclical,2.4202,0.0949,0.224,0.420227985,0.6886,5.985391653,0.472940369,3.4418,0.0349,0.0,0.0,2.678
THS,Consumer Defensive,17.2646,-0.0785,-0.011,0.164381205,-0.0284,5.088067933,1.032472954,1.0642,0.0327,0.0,0.0,2.003
AMKR,Technology,2.6558,0.026,0.029,0.164617305,0.0694,1.628579772,0.960186162,0.7278,0.1261,0.0364,0.0,1.443
TBI,Industrials,5.7435,-0.0038,0.026,0.266324478,0.1112,43.33559328,2.2417549,0.1353,0.0068,0.0,0.0,1.906
BHE,Technology,5.2757,0.0456,0.009,0.085952078,0.0202,12.16599353,1.350925343,0.1361,0.0259,0.0,0.0283,2.613
MGRC,Industrials,7.7482,0.0786,0.159,0.468065338,0.1389,0.484797366,0.409367822,0.5224,0.1945,0.0,0.0249,1.698956453
MMSI,Healthcare,26.1778,0.2128,0.048,0.447203238,0.045,2.663290612,0.544905223,0.4236,0.0717,0.0674,0.0,2.451
SPXC,Industrials,11.466,0.0791,0.053,0.266930976,0.1957,8.352877307,0.747800729,0.9202,0.0081,0.0,0.0,1.273
ARCH,Basic Materials,3.6248,0.0547,0.127,0.214775998,0.4435,2.936876818,1.299262875,0.4512,0.0389,0.0,0.0193,2.668
AVD,Basic Materials,9.7958,0.2795,0.053,0.402030061,0.0735,9.223422399,0.765299779,0.2936,0.0177,0.0,0.0053,2.131
COLM,Consumer Cyclical,12.342,0.1363,0.096,0.49471332,0.1603,9.610303296,1.183054484,0.0,0.0234,0.0,0.0107,3.081
HE,Utilities,9.0103,0.1194,0.071,0.12232208,0.104,0.63263699,0.479404702,0.7375,0.1771,0.0,0.0339,1.092
SEDG,Technology,8.5646,0.5439,0.137,0.340613954,0.2291,7.85422655,0.971761752,0.0358,0.0412,0.0878,0.0,3.001
LLNW,Technology,7.3798,0.0613,0.05,0.477707364,0.0596,7.146979326,0.983637049,0.0,0.0817,0.123,0.0,2.758
CSGS,Technology,7.5068,0.1083,0.076,0.485954661,0.1832,10.69584296,0.785255599,0.9967,0.0653,0.1417,0.0264,1.711
FBM,Industrials,8.235,0.142,-0.006,0.288781262,-0.0333,13.48126166,1.552594465,1.6064,0.0159,0.0,0.0,2.385
VAR,Healthcare,18.3398,0.1145,0.051,0.436298859,0.0946,10.63037145,0.897439051,0.0,0.0163,0.0801,0.0,1.634
UGI,Utilities,9.4515,0.2501,0.094,0.467416876,0.1952,1.31731001,0.638616465,1.2535,0.0751,0.0,0.0185,1.09
WAT,Technology,16.3282,0.048,0.245,0.589837553,0.3789,7.05347977,0.649222547,0.7327,0.0397,0.0593,0.0,5.932
FLOW,Industrials,8.4316,0.071,0.021,0.314051959,0.0462,8.317150816,0.819068893,0.803,0.0122,0.0,0.0,1.552
MKSI,Technology,5.3963,0.0831,0.189,0.472012059,0.2097,10.67623619,0.793769217,0.1857,0.0303,0.0654,0.0121,5.561
CRL,Healthcare,13.6578,0.2199,0.1,0.370711126,0.1718,2.42914768,0.58769894,1.2662,0.0618,0.0,0.0,1.608
FDS,Financial Services,21.573,0.1056,0.198,0.511685041,0.5079,13.42826595,0.951176761,1.0929,0.0248,0.0,0.0105,1.949
JLL,Real Estate,6.3705,0.1291,0.03,0.557009266,0.1312,28.73463638,1.627689392,0.2726,0.0108,0.0,0.0065,1.093
HSC,Basic Materials,6.6381,0.0718,0.08,0.251769644,0.5109,3.979685439,1.054819529,2.2449,0.0767,0.0032,0.0,1.451
LNTH,Healthcare,9.335,0.0362,0.118,0.50931346,0.5707,3.182689456,0.780695313,3.7528,0.0586,0.0497,0.0,3.704
OLLI,Consumer Defensive,22.1167,0.2097,0.118,0.400774536,0.1602,19.62235826,1.037404197,0.0615,0.0178,0.0,0.0,2.221
RUSHA,Consumer Cyclical,7.4449,0.1681,0.025,0.177667135,0.1303,4.650290147,1.719958767,1.5871,0.0421,0.0,0.007,1.13
AVY,Industrials,12.0199,0.0824,0.065,0.267565302,0.4894,6.294179708,1.382713665,2.0586,0.0345,0.0,0.0224,1.152
WMS,Consumer Cyclical,10.7195,0.0581,0.047,0.227368806,0.2016,3.331039784,1.275211312,1.2345,0.0314,0.0,0.0113,2.072
WLK,Basic Materials,5.0712,0.0739,0.115,0.230110017,0.1782,1.309325246,0.74426823,0.4773,0.0813,0.0,0.0139,2.402
PSA,Real Estate,16.3182,0.0321,0.541,0.731428177,0.1876,0.291701718,0.252032572,0.1549,0.1739,0.0,0.0395,1.029193892
USCR,Basic Materials,6.9596,0.1275,0.02,0.195300053,0.096,2.214642752,1.098519653,2.2859,0.0265,0.0,0.0,1.282
ERI,Consumer Cyclical,14.5257,0.3884,0.046,0.505392735,0.0925,0.713245931,0.347800087,4.102,0.0712,0.0,0.0,1.425
FOSL,Consumer Cyclical,6.035,-0.0885,-0.001,0.527304083,-0.0059,13.87252392,1.613440342,0.6767,0.0068,0.0,0.0,2.078
STE,Healthcare,15.1523,0.0028,0.111,0.417079263,0.0907,2.592710317,0.503813024,0.4105,0.0624,0.0232,0.0133,2.484
FOXF,Consumer Cyclical,21.5004,0.3019,0.136,0.331859986,0.2616,9.557711305,1.276084278,0.185,0.0488,0.0417,0.0,2.397
DCI,Industrials,14.0612,0.1527,0.066,0.342257333,0.2102,5.368545062,1.383284428,0.6331,0.0351,0.0219,0.0153,2.398
DSS,Industrials,4.2337,-0.0079,0.079,0.359792249,0.1934,3.692313123,1.211736997,0.3215,0.0542,0.0,0.0,1.201
IRBT,Technology,14.8524,0.2361,0.081,0.508361828,0.1644,19.15940097,1.424562657,0.0,0.0297,0.1287,0.0,2.407
LEG,Consumer Cyclical,10.1476,0.0826,0.072,0.208150837,0.2644,5.860672615,1.262418687,1.0104,0.0374,0.0,0.0419,1.869
LPG,Industrials,13.3049,-0.0484,-0.128,0.582473925,-0.0213,0.103510137,0.091776872,0.7912,0.0027,0.0,0.0,1.649
BC,Consumer Cyclical,9.5109,0.0669,0.051,0.256047449,0.1676,7.428653708,1.202190376,0.7714,0.0362,0.0288,0.0168,1.496
MBUU,Consumer Cyclical,8.9985,0.7628,0.056,0.242135847,0.2055,12.16800098,1.358790271,0.8074,0.0207,0.0,0.0,2.048
AJRD,Industrials,8.9523,0.01,0.072,0.182762804,0.3259,4.743307481,0.761375045,1.4845,0.0228,0.0,0.0,1.405
ST,Technology,10.6932,0.065,0.17,0.356302357,0.2296,4.473736563,0.518062541,1.2517,0.0454,0.0418,0.0,2.996
CRTO,Technology,8.3614,0.0016,0.039,0.362661793,0.0939,12.50082331,1.440275243,0.0037,0.0509,0.0779,0.0,1.543
AKR,Real Estate,15.7044,0.0478,0.12,0.684302456,0.0215,0.079915018,0.06623581,1.0624,0.676,0.0,0.0459,2.630279753
ZUMZ,Consumer Cyclical,5.2447,0.109,0.029,0.334131622,0.0753,7.197412535,1.856621489,0.0,0.0259,0.0,0.0,2.813
MLI,Industrials,8.849,0.1067,0.042,0.142542022,0.1905,6.766472494,1.831170699,0.9058,0.0153,0.0,0.0171,3.018
ROG,Technology,11.2523,0.0707,0.1,0.353527678,0.1033,3.621249882,0.687142004,0.2693,0.0524,0.0376,0.0,4.532
HRC,Healthcare,21.2336,0.038,0.089,0.489536517,0.1562,8.674992385,0.653211009,1.2207,0.03,0.0476,0.0082,1.745
SSP,Consumer Cyclical,13.3475,0.378,0.017,0.505769907,0.022,5.078973803,0.567319434,0.7437,0.0441,0.0,0.0127,2.378
FRT,Real Estate,19.9292,0.0678,0.255,0.68553782,0.1031,0.158920784,0.145546552,1.3765,0.4023,0.0,0.0342,1.599761168
NDSN,Industrials,13.7775,0.0908,0.167,0.548180486,0.2601,5.831047985,0.659064628,0.9089,0.0396,0.0,0.0102,2.524
ALSK,Communication Services,3.9649,0.0245,0.039,0.537532047,0.0538,0.622937992,0.51071103,1.0089,0.1643,0.0,0.0,1.386
STC,Financial Services,9.7497,-0.0246,0.025,0.234129871,0.0706,14.07553991,1.389489632,0.1604,0.0056,0.0,0.029,1.374286781
IRT,Real Estate,16.6092,0.1862,0.137,0.564267487,0.0422,0.11764952,0.115246098,1.5819,0.2114,0.0,0.0784,2.782119105
DLTH,Consumer Cyclical,14.1273,0.2535,0.05,0.553655024,0.1716,4.297406682,2.113145557,0.2064,0.0986,0.0,0.0,2.025
OSG,Industrials,5.3385,-0.0621,0.037,0.274197557,0.0409,0.587027341,0.442370097,1.0488,0.0541,0.0,0.0,1.94
AXTI,Technology,8.6228,0.0377,0.094,0.361797709,0.0506,1.244494409,0.458102933,0.0,0.3949,0.0576,0.0,4.477
EPAM,Technology,19.2732,0.2706,0.13,0.355953513,0.1903,17.95405569,1.143386098,0.0198,0.0204,0.0,0.0,4.562
GDEN,Consumer Cyclical,8.854,0.6796,-0.025,0.396295348,-0.0664,0.951775121,0.623308446,3.0812,0.0799,0.0,0.0,1.878
PVH,Consumer Cyclical,14.3352,0.0868,0.06,0.549019608,0.0971,9.907535008,0.750044171,0.5565,0.0398,0.0,0.001,1.619
ASNA,Consumer Cyclical,5.9285,-0.0091,-0.007,0.580680512,-0.0497,5.029273581,1.558997339,1.9906,0.0335,0.0,0.0,1.435
JKHY,Industrials,19.7293,0.0594,0.248,0.419948504,0.2759,5.150751182,0.723440748,0.0,0.093,0.0614,0.0104,1.051
INGR,Consumer Defensive,8.7257,0.0015,0.076,0.234206471,0.1855,2.657415833,1.019727654,0.8794,0.0599,0.0,0.0268,2.26
HT,Real Estate,11.6437,-0.0064,-0.029,0.316711206,0.0112,0.244275431,0.231486045,1.2243,0.1631,0.0,0.0639,0.836918362
EPAY,Technology,39.5287,0.1279,0.024,0.559899111,0.03,13.63889946,0.619678978,0.4824,0.0542,0.1459,0.0,1.854
AWR,Utilities,19.6813,-0.0086,0.146,0.636020659,0.1144,0.336968781,0.290932729,0.7468,0.2897,0.0,0.0158,0.897
VRA,Consumer Cyclical,5.8397,-0.0644,0.015,0.558693759,0.0246,5.258295456,1.296516088,0.0,0.0259,0.0,0.0,6.009
WLKP,Basic Materials,6.8802,0.096,0.038,0.293366946,0.2287,1.119621342,0.879283235,2.2131,0.031,0.0,0.0669,5.067
TEN,Consumer Cyclical,11.7753,0.2684,0.005,0.143840857,0.0319,3.359897172,0.888981258,3.1825,0.0431,0.0173,0.0365,1.414
SUP,Consumer Cyclical,5.786,0.3554,0.017,0.108885378,0.0696,2.818918965,1.034589726,1.7802,0.0517,0.0,0.0748,2.076
LEA,Consumer Cyclical,4.1154,0.0333,0.054,0.109620068,0.2737,8.139986914,1.823036541,0.4675,0.032,0.0,0.0228,1.395
APD,Basic Materials,12.1628,0.0907,0.168,0.306902421,0.138,0.899886131,0.465640855,0.3511,0.1756,0.0072,0.0307,2.173
OSUR,Healthcare,14.6415,0.0879,0.112,0.625129991,0.072,7.479443599,0.575917939,0.0,0.0349,0.0894,0.0,7.838
AVT,Technology,13.2611,0.0916,-0.008,0.132751922,-0.0334,36.40574555,1.983661505,0.3532,0.0082,0.0,0.0173,2.563
SXC,Basic Materials,5.3306,0.0897,0.018,0.224963816,0.0566,0.986268778,0.709382487,1.8104,0.0691,0.0,0.0,1.958
DAR,Industrials,9.0859,-0.075,0.03,1.0,0.0447,2.007115527,0.692878037,0.7366,0.0893,0.0,0.0,1.661
SAFM,Consumer Defensive,14.8122,-0.0318,0.019,0.080736921,0.0443,2.975395094,1.950057851,0.0,0.0948,0.0,0.013,2.848
AJG,Financial Services,14.9927,0.1096,0.091,0.607773291,0.1408,15.87090867,0.424513285,0.8025,0.0179,0.0,0.0223,1.055
OTEX,Technology,11.6507,0.2288,0.086,0.662196238,0.0652,10.6555175,0.362553829,0.7052,0.0374,0.1147,0.0154,1.335
SANM,Technology,8.5167,0.0352,-0.013,0.065228484,-0.0649,11.0592413,1.740489233,0.4126,0.0161,0.0043,0.0,1.255
MOD,Consumer Cyclical,8.8989,0.3993,0.011,0.169511673,0.0453,4.170335118,1.336659464,0.9782,0.0338,0.0,0.0,1.248
WBC,Consumer Cyclical,9.8602,0.1594,0.103,0.30605586,0.3349,6.92015896,1.024715134,0.7182,0.0345,0.0481,0.0,3.015
SNA,Industrials,8.7866,-0.0001,0.167,0.526781327,0.2194,8.222222222,0.766767144,0.3654,0.0223,0.015,0.0235,2.329
CLDT,Real Estate,13.0271,0.0742,0.095,0.696203312,0.0384,0.236014247,0.225205232,0.7314,0.3129,0.0,0.0747,1.187
HZO,Consumer Cyclical,9.6943,0.1188,0.033,0.253304184,0.1113,8.48763661,1.838097037,0.6031,0.0116,0.0,0.0,1.627
SATS,Technology,3.5355,0.1092,-0.019,0.626604755,-0.0098,0.825103978,0.241460803,0.7985,0.2284,0.0132,0.0,2.662
SLGN,Consumer Cyclical,8.023,0.0878,0.05,0.155042117,0.2542,2.931694025,0.971519846,2.6151,0.0429,0.0,0.0169,1.196
GPI,Consumer Cyclical,9.9131,0.0429,0.014,0.148697506,0.144,8.60762576,2.319761253,2.7846,0.0029,0.0,0.0197,1.007
ROCK,Basic Materials,9.3839,0.0157,0.064,0.241786482,0.1069,10.45989774,0.944168719,0.3526,0.0093,0.0,0.0,1.386
CTLT,Healthcare,17.3949,0.187,0.034,0.305512706,0.0769,1.938769085,0.543664894,2.5042,0.0709,0.0,0.0,2.15
UEPS,Industrials,3.0516,0.0046,0.105,0.503113941,0.1002,23.81353693,0.503476506,0.0773,0.0147,0.0,0.0,1.511
DIOD,Technology,6.064,0.1516,0.086,0.358550201,0.1117,2.716861929,0.795343334,0.2405,0.0717,0.0711,0.0,2.893
INOV,Technology,31.9436,0.1743,-0.074,0.725539915,-0.0574,3.72237193,0.274628854,1.4154,0.1231,0.0543,0.0,1.926
CBM,Healthcare,9.7547,-0.0044,0.174,0.369649667,0.1414,1.4758715,0.43491975,0.4589,0.1176,0.0292,0.0,3.928
PLYA,Consumer Cyclical,10.8651,0.1027,0.031,0.447243413,0.0226,0.341190503,0.288977678,1.1781,0.1796,0.0,0.0,1.340909091
HSII,Industrials,3.8036,0.1494,0.067,0.973313578,0.1845,21.71931741,1.049992221,0.0,0.0081,0.0,0.0167,1.414
LOPE,Consumer Defensive,13.6839,-0.132,0.271,0.501367828,0.1887,7.614450779,0.638587722,0.0494,0.3033,0.0,0.0,3.843
HVT,Consumer Cyclical,5.032,-0.0026,0.037,0.546073107,0.1104,3.770926715,1.857728333,0.185,0.0233,0.0,0.0916,2.288
KEX,Industrials,14.1036,0.3415,0.026,0.272579465,0.0244,0.839226883,0.505943871,0.4389,0.1016,0.0,0.0,1.804
SMTC,Technology,20.1635,0.0801,0.062,0.598745932,0.0548,4.718403352,0.541407252,0.3406,0.06,0.1783,0.0,3.655
B,Industrials,11.2827,0.0413,0.111,0.355885363,0.1381,4.037149388,0.532540041,0.7847,0.0374,0.0,0.0116,2.253
SCHN,Industrials,4.1149,0.4012,0.066,0.149798179,0.2349,5.688362829,2.140368043,0.1612,0.0328,0.0,0.0285,1.761
GVA,Industrials,9.4244,0.1099,0.013,0.117282533,0.0314,6.036904571,1.33990659,0.2829,0.0286,0.0,0.0129,2.088
EVTC,Technology,13.2268,0.1148,0.19,0.566048794,0.408,12.34580965,0.489456396,2.5457,0.091,0.0,0.0035,1.581
ODFL,Industrials,9.5119,0.2042,0.15,0.827074742,0.226,1.467796248,1.140584546,0.0168,0.1438,0.0,0.0042,1.98
KRA,Basic Materials,7.014,0.0262,0.033,0.288618191,0.0937,2.136724675,0.694950157,2.1431,0.0552,0.0205,0.0,2.193
WLTW,Financial Services,13.0316,0.0379,0.082,1.0,0.0705,9.037154989,0.262868612,0.4644,0.0378,0.0,0.0158,1.073
FCFS,Financial Services,11.9358,0.0006,0.086,0.542865855,0.1162,7.07686622,0.844819718,0.4483,0.0313,0.0,0.0126,5.937
VREX,Healthcare,16.6161,0.1079,0.036,0.328290665,0.0645,5.33747412,0.78287276,0.9146,0.0264,0.1073,0.0,3.014
CNS,Financial Services,10.2639,0.0064,0.299,0.868691798,0.5116,6.088618717,0.792266324,0.2439,0.0091,0.0,0.1113,3.391496911
LM,Financial Services,11.6442,0.0878,0.091,1.0,0.0745,21.16034392,0.385195818,0.6138,0.0119,0.0,0.0286,1.964
LXU,Basic Materials,12.5141,-0.1154,-0.272,0.04187381,-0.2111,0.388155788,0.329312142,1.2676,0.098,0.0,0.0,1.323
SON,Consumer Cyclical,9.5465,0.0703,0.058,0.193102944,0.1783,4.369303165,1.176170866,0.7874,0.0357,0.0,0.0305,1.403
GDOT,Financial Services,15.5526,0.1703,0.114,0.826101647,0.1305,8.661899575,0.455489398,0.0664,0.0586,0.0,0.0,1.029
ROP,Industrials,22.4781,0.1267,0.182,0.631742179,0.122,40.33566434,0.340417719,0.6386,0.0113,0.0,0.0062,1.112
NLS,Consumer Cyclical,9.5982,-0.0232,0.037,0.45806837,0.0803,17.85888549,1.191650848,0.1752,0.0262,0.0424,0.0,1.667
SITE,Industrials,29.0854,0.1346,0.035,0.321024476,0.2449,23.89479638,1.807702182,1.8983,0.0054,0.0,0.0,2.71
RBA,Industrials,15.0989,0.2047,0.104,0.544115259,0.1462,2.404497338,0.570078094,0.8803,0.0277,0.0,0.0214,1.371
GRMN,Technology,12.1351,0.0724,0.207,0.591412134,0.1667,5.044925075,0.621871132,0.0,0.0461,0.1696,0.0332,2.893
CEIX,Basic Materials,3.3226,0.0851,0.1,0.353777868,0.3732,0.727270181,0.554931726,2.1199,0.0951,0.0,0.0,0.963
TCS,Consumer Cyclical,7.805,0.0455,0.023,0.579846902,0.0781,5.412168774,1.143933096,1.1466,0.0321,0.0,0.0,1.219
EPC,Consumer Defensive,10.6734,-0.0278,0.046,0.464017186,0.0592,5.268568734,0.565198695,0.7434,0.0277,0.0273,0.0,1.327
SRG,Real Estate,9.2841,-0.109,-0.365,0.668686031,-0.0941,0.122425479,0.074669098,2.0468,0.0,0.0,0.0309,6.115455634
AMWD,Basic Materials,14.1665,0.2136,0.051,0.204277622,0.1086,5.429104915,0.759885617,1.3995,0.0399,0.0,0.0,2.138
MSM,Industrials,11.1034,0.1095,0.103,0.434773421,0.2373,10.2792178,1.399851533,0.3859,0.014,0.0,0.0257,2.339
GEF,Consumer Cyclical,6.6956,0.0648,0.054,0.203650163,0.189,3.250104875,1.212532866,0.8216,0.0353,0.0,0.0359,1.457
MPAA,Consumer Cyclical,8.2231,0.013,0.045,0.250341482,0.0672,15.0959678,0.773944793,0.2474,0.0232,0.0133,0.0,1.458
GGG,Industrials,14.7794,0.1211,0.206,0.533807095,0.4536,7.210327308,1.122595215,0.369,0.0326,0.0382,0.0129,2.412
TDS,Communication Services,4.1871,0.0129,0.026,0.542767665,0.0296,1.502647059,0.522232444,0.5349,0.1519,0.0,0.0197,2.651
GTLS,Industrials,14.1446,0.2864,0.081,0.272894955,0.0995,3.002769316,0.571375876,0.6155,0.0328,0.0,0.0,1.805
SKYW,Industrials,5.818,0.0317,0.087,0.70982646,0.1427,0.643596436,0.510307431,1.6087,0.3381,0.0,0.009,1.104
CONN,Consumer Cyclical,14.3022,-0.0506,0.004,0.524848766,0.0121,10.5903585,0.797575651,2.039,0.0112,0.0,0.0,6.581
EZPW,Financial Services,4.2644,0.0877,0.048,0.593609214,0.0526,11.04583905,0.65512007,0.5613,0.0498,0.0,0.0,2.883
NPO,Industrials,10.6299,0.1698,0.013,0.312663185,0.0229,5.086321381,0.892877958,0.542,0.023,0.0,0.016,2.507
SEM,Healthcare,8.7507,0.164,0.027,0.145672981,0.1716,5.185962585,0.851950408,4.1324,0.0329,0.0,0.0,1.407
HEP,Energy,12.5716,0.1141,0.353,0.710738414,0.4184,0.329001628,0.240765931,3.3238,0.0934,0.0,0.0921,1.148
GNRC,Technology,9.7849,0.2049,0.118,0.358316234,0.3133,6.876986919,0.833966255,1.3406,0.0234,0.0247,0.0,1.999
SHLO,Industrials,6.9875,0.094,0.01,0.101842722,0.0575,3.605409645,1.606290203,1.2363,0.044,0.0,0.0,1.367
IVC,Healthcare,28.7541,0.0061,-0.045,0.275288554,-0.1223,13.08571313,1.097636746,0.7118,0.0064,0.0,0.0119,2.005
ITT,Industrials,7.5548,0.0618,0.122,0.323194055,0.1831,5.291249036,0.713606114,0.0638,0.0348,0.0358,0.0111,1.886
MTRX,Energy,40.7641,-0.0885,-0.011,0.084224953,-0.036,15.02585174,1.95607249,0.0,0.008,0.0,0.0,1.497
PGTI,Basic Materials,10.608,0.3667,0.077,0.348561832,0.1399,6.03673935,0.810172904,0.9513,0.0426,0.0,0.0,2.846
MDP,Consumer Cyclical,26.8646,0.3215,0.029,0.616641639,0.0605,4.68100062,0.334401631,2.857,0.0235,0.0,0.0405,1.645
WWE,Consumer Cyclical,28.7486,0.1613,0.107,0.345078266,0.3149,6.281087724,1.328232655,0.6764,0.0347,0.0,0.0064,1.326
EHC,Healthcare,11.1977,0.0928,0.068,1.0,0.2289,2.616405677,0.826531401,1.9695,0.0631,0.0,0.0169,0.985
NOVT,Technology,21.8903,0.1785,0.08,0.425707714,0.1334,9.38434865,0.853748596,0.5631,0.0234,0.0831,0.0,2.704
MYGN,Healthcare,13.8555,0.0206,0.179,0.761731881,0.138,17.21527778,0.632774611,0.0096,0.0113,0.0952,0.0,3.205
MINI,Consumer Cyclical,22.5817,0.1119,-0.014,0.962178181,-0.0099,0.547590608,0.295865369,1.1149,0.147,0.0,0.0315,1.136363636
AEIS,Technology,6.9981,0.0714,0.205,0.508570133,0.2423,22.99056574,0.880472857,0.0,0.0283,0.1057,0.0,5.153
LHCG,Healthcare,28.0298,0.7033,0.035,0.361115669,0.0483,22.74880284,0.938429472,0.1851,0.0182,0.0,0.0,1.78
NDAQ,Financial Services,11.4824,0.0833,0.107,0.590600888,0.0841,11.375,0.272420382,0.7031,0.026,0.0,0.0208,0.97
NFG,Energy,9.0908,0.0081,0.246,0.530604621,0.2021,0.152556759,0.263840254,1.1002,0.3318,0.0,0.03,1.238
CNNE,Financial Services,8.6595,0.0307,0.023,0.177617388,0.0245,6.833333333,0.825899281,0.0428,0.0091,0.0,0.0,2.823
BRC,Industrials,10.2434,0.0544,0.078,0.501163265,0.1211,11.98479759,1.110622169,0.07,0.0186,0.0386,0.0217,2.469
AAT,Real Estate,17.4857,0.0504,0.059,0.632918967,0.0245,0.162201394,0.150513818,1.6075,0.1644,0.0,0.0271,2.554080144
VRTU,Technology,20.7875,0.1886,-0.003,0.289245583,0.003,8.396076173,0.916894842,0.7158,0.0155,0.0,0.0,2.535
CALM,Consumer Defensive,11.272,0.3987,0.084,0.240227768,0.1321,3.533118312,1.306389603,0.0064,0.0124,0.0,0.0,5.448
MKTX,Financial Services,31.9173,0.1071,0.397,1.0,0.2844,6.912632915,0.626226567,0.0,0.1093,0.0,0.008,4.943536317
WSR,Real Estate,15.0348,-0.0484,0.179,0.687718479,0.0612,0.127658056,0.116499429,1.764,-0.0078,0.0,0.093,1.254235796
MCRN,Industrials,9.2878,0.0194,0.033,0.319980925,0.0788,5.83310153,0.726233766,1.5847,0.0176,0.0,0.0,2.458
AME,Technology,14.1742,0.1269,0.161,0.342469219,0.1834,8.745009294,0.559421714,0.6206,0.0164,0.0,0.0083,1.459
BKNG,Consumer Cyclical,14.8579,0.1456,0.275,1.0,0.4551,22.14481707,0.640322652,0.9845,0.0304,0.0,0.0,2.365
HRTG,Financial Services,3.2294,0.1809,0.057,0.505540734,0.0638,26.67913101,0.271480449,0.3498,0.0048,0.0,0.0163,1.207360933
KEM,Technology,2.9767,0.5847,0.212,0.282821508,0.5478,2.961099488,0.981403572,0.6998,0.0542,0.0326,0.0,2.36
FSP,Real Estate,11.0422,-0.0136,0.049,0.566481943,0.0156,0.165359754,0.141652029,1.1797,0.1899,0.0,0.0738,1.465038601
IIIN,Basic Materials,11.1217,0.1655,0.08,0.156232004,0.1501,4.269670649,1.375326977,0.0,0.0407,0.0,0.0314,2.715
BLD,Basic Materials,8.9779,0.2507,0.057,0.241649257,0.1257,14.19525366,0.971366424,0.6935,0.0217,0.0,0.0,1.586
LUNA,Technology,4.1836,0.2973,0.25,0.452915838,0.1765,11.82982183,0.567697918,0.0117,0.009,0.0878,0.0,5.62
GBX,Industrials,6.2119,0.1615,0.06,0.162357946,0.1214,3.229870867,1.021902571,0.3711,0.0702,0.0,0.0166,3.016241299
GWR,Industrials,9.8918,0.0636,0.104,0.64679994,0.0714,0.509113998,0.298476411,0.7171,0.1169,0.0,0.0,1.303
VRS,Basic Materials,2.3746,0.0898,0.064,0.134601044,0.1887,2.63976378,1.578575633,0.0,0.0272,0.0,0.0,1.901
HUBB,Technology,10.3088,0.2216,0.08,0.290157753,0.2023,8.925911173,0.919870282,1.0071,0.0215,0.0,0.0317,1.958
UAN,Basic Materials,11.3257,0.0613,-0.142,0.090369201,-0.1001,0.345811828,0.279883098,1.2584,0.0564,0.0,0.0,1.582
GMED,Healthcare,18.08,0.1211,0.219,0.776413841,0.132,4.148231543,0.548155182,0.0,0.0837,0.0778,0.0,6.562
MRCY,Technology,22.6422,0.207,0.083,0.457958896,0.053,9.674068262,0.463309785,0.2526,0.0306,0.1192,0.0,4.628
LCII,Consumer Cyclical,7.3715,0.1527,0.06,0.210171471,0.2103,7.667980897,1.99036975,0.4156,0.0484,0.0,0.0352,2.966
ICFI,Industrials,11.8715,0.0885,0.046,0.359099175,0.093,27.81359526,1.102244736,0.3035,0.0163,0.0,0.0086,1.41
ACIW,Industrials,16.1801,-0.0141,0.068,0.573817069,0.0657,13.88414525,0.475760381,0.6408,0.0181,0.1422,0.0,1.91
CECE,Industrials,11.6825,-0.0224,-0.021,0.330637726,-0.0399,15.19545045,0.859282901,0.4265,0.0092,0.0,0.0,1.548
IART,Healthcare,21.7209,0.2392,0.041,0.611871715,0.0442,4.906304979,0.473775591,0.9843,0.0525,0.053,0.0,2.952
III,Industrials,13.1412,0.0231,0.021,0.420090728,0.0722,41.55650995,1.284253322,1.2402,0.0145,0.0,0.0,2.416
JILL,Consumer Cyclical,4.8889,0.0925,0.079,0.664732971,0.3088,5.895499071,1.168332059,1.3478,0.055,0.0,0.0,1.255
WWW,Consumer Cyclical,12.1887,-0.0471,0.089,0.411441586,0.2029,17.10618793,1.025697403,0.5786,0.0097,0.0,0.0075,1.834
RPT,Real Estate,12.6343,-0.0168,0.042,0.718784293,0.0217,0.151453975,0.135146543,1.1874,0.3205,0.0,0.0736,1.271479831
STMP,Technology,12.7035,0.2522,0.287,0.783774896,0.2748,16.15240664,0.688259726,0.0988,0.0049,0.0964,0.0,1.518
SCVL,Consumer Cyclical,5.2208,0.018,0.019,0.290700915,0.0616,11.81271733,2.452365369,0.0,0.0193,0.0,0.0135,5.646
MYRG,Industrials,6.3817,0.0911,0.02,0.10910618,0.0962,9.457965804,2.044953289,0.2862,0.0301,0.0,0.0,1.676
FN,Technology,9.0637,-0.0342,0.061,0.111822439,0.1136,6.246243854,1.260939617,0.0879,0.0243,0.0,0.0,3.163
VSAT,Technology,30.3733,0.0226,-0.042,0.297130046,-0.0366,0.812558122,0.467069153,0.5572,0.3208,0.1056,0.0,1.313
GLDD,Industrials,8.5742,0.0484,-0.01,0.179543972,-0.0293,1.678445803,0.850088529,1.5514,0.0573,0.0,0.0,1.267
FIZZ,Consumer Defensive,17.9451,0.18,0.153,0.400862325,0.4519,11.37126342,2.126560484,0.0,0.0327,0.0,0.017,3.372
