company,Revenue_Growth,returnOnEquity,Profit_Margin,Debt_to_Equity,R_and_D_to_Revenue,Capex_to_Revenue,sector,cluster
obs_571,0.2501,0.1952,0.094,1.2535,0.0,0.0751,Utilities,3
obs_573,0.071,0.0462,0.021,0.803,0.0,0.0122,Industrials,3
obs_575,0.2199,0.1718,0.1,1.2662,0.0,0.0618,Healthcare,3
obs_576,0.1291,0.1312,0.03,0.2726,0.0,0.0108,Real_Estate,3
obs_579,0.2097,0.1602,0.118,0.0615,0.0,0.0178,Consumer_Defensive,3
obs_580,0.1681,0.1303,0.025,1.5871,0.0,0.0421,Consumer_Cyclical,3
obs_582,0.0581,0.2016,0.047,1.2345,0.0,0.0314,Consumer_Cyclical,3
obs_583,0.0739,0.1782,0.115,0.4773,0.0,0.0813,Sector_Base,3
obs_585,0.1275,0.096,0.02,2.2859,0.0,0.0265,Sector_Base,3
obs_587,-0.0885,-0.0059,-0.001,0.6767,0.0,0.0068,Consumer_Cyclical,3
obs_588,0.0028,0.0907,0.111,0.4105,0.0232,0.0624,Healthcare,3
obs_590,0.1527,0.2102,0.066,0.6331,0.0219,0.0351,Industrials,3
obs_591,-0.0079,0.1934,0.079,0.3215,0.0,0.0542,Industrials,3
obs_593,0.0826,0.2644,0.072,1.0104,0.0,0.0374,Consumer_Cyclical,3
obs_594,-0.0484,-0.0213,-0.128,0.7912,0.0,0.0027,Industrials,3
obs_595,0.0669,0.1676,0.051,0.7714,0.0288,0.0362,Consumer_Cyclical,3
obs_596,0.7628,0.2055,0.056,0.8074,0.0,0.0207,Consumer_Cyclical,3
obs_601,0.109,0.0753,0.029,0.0,0.0,0.0259,Consumer_Cyclical,3
obs_602,0.1067,0.1905,0.042,0.9058,0.0,0.0153,Industrials,3
obs_603,0.0707,0.1033,0.1,0.2693,0.0376,0.0524,Technology,3
obs_604,0.038,0.1562,0.089,1.2207,0.0476,0.03,Healthcare,3
obs_605,0.378,0.022,0.017,0.7437,0.0,0.0441,Consumer_Cyclical,3
obs_608,0.0245,0.0538,0.039,1.0089,0.0,0.1643,Communication_Services,3
obs_609,-0.0246,0.0706,0.025,0.1604,0.0,0.0056,Financial_Services,3
obs_611,0.2535,0.1716,0.05,0.2064,0.0,0.0986,Consumer_Cyclical,3
obs_612,-0.0621,0.0409,0.037,1.0488,0.0,0.0541,Industrials,3
obs_614,0.2706,0.1903,0.13,0.0198,0.0,0.0204,Technology,3
obs_615,0.0868,0.0971,0.06,0.5565,0.0,0.0398,Consumer_Cyclical,3
obs_616,-0.0091,-0.0497,-0.007,1.9906,0.0,0.0335,Consumer_Cyclical,3
obs_618,0.0015,0.1855,0.076,0.8794,0.0,0.0599,Consumer_Defensive,3
obs_619,-0.0064,0.0112,-0.029,1.2243,0.0,0.1631,Real_Estate,3
obs_621,-0.0644,0.0246,0.015,0.0,0.0,0.0259,Consumer_Cyclical,3
obs_624,0.3554,0.0696,0.017,1.7802,0.0,0.0517,Consumer_Cyclical,3
obs_625,0.0333,0.2737,0.054,0.4675,0.0,0.032,Consumer_Cyclical,3
obs_626,0.0907,0.138,0.168,0.3511,0.0072,0.1756,Sector_Base,3
obs_628,0.0916,-0.0334,-0.008,0.3532,0.0,0.0082,Technology,3
obs_629,0.0897,0.0566,0.018,1.8104,0.0,0.0691,Sector_Base,3
obs_630,-0.075,0.0447,0.03,0.7366,0.0,0.0893,Industrials,3
obs_631,-0.0318,0.0443,0.019,0.0,0.0,0.0948,Consumer_Defensive,3
obs_632,0.1096,0.1408,0.091,0.8025,0.0,0.0179,Financial_Services,3
obs_634,0.0352,-0.0649,-0.013,0.4126,0.0043,0.0161,Technology,3
obs_635,0.3993,0.0453,0.011,0.9782,0.0,0.0338,Consumer_Cyclical,3
obs_637,-0.0001,0.2194,0.167,0.3654,0.015,0.0223,Industrials,3
obs_639,0.1188,0.1113,0.033,0.6031,0.0,0.0116,Consumer_Cyclical,3
obs_640,0.1092,-0.0098,-0.019,0.7985,0.0132,0.2284,Technology,3
obs_643,0.0157,0.1069,0.064,0.3526,0.0,0.0093,Sector_Base,3
obs_645,0.0046,0.1002,0.105,0.0773,0.0,0.0147,Industrials,3
obs_647,0.1743,-0.0574,-0.074,1.4154,0.0543,0.1231,Technology,3
obs_648,-0.0044,0.1414,0.174,0.4589,0.0292,0.1176,Healthcare,3
obs_649,0.1027,0.0226,0.031,1.1781,0.0,0.1796,Consumer_Cyclical,3
obs_650,0.1494,0.1845,0.067,0.0,0.0,0.0081,Industrials,3
obs_652,-0.0026,0.1104,0.037,0.185,0.0,0.0233,Consumer_Cyclical,3
obs_653,0.3415,0.0244,0.026,0.4389,0.0,0.1016,Industrials,3
obs_655,0.0413,0.1381,0.111,0.7847,0.0,0.0374,Industrials,3
obs_656,0.4012,0.2349,0.066,0.1612,0.0,0.0328,Industrials,3
obs_657,0.1099,0.0314,0.013,0.2829,0.0,0.0286,Industrials,3
obs_659,0.2042,0.226,0.15,0.0168,0.0,0.1438,Industrials,3
obs_660,0.0262,0.0937,0.033,2.1431,0.0205,0.0552,Sector_Base,3
obs_661,0.0379,0.0705,0.082,0.4644,0.0,0.0378,Financial_Services,3
obs_662,0.0006,0.1162,0.086,0.4483,0.0,0.0313,Financial_Services,3
obs_665,0.0878,0.0745,0.091,0.6138,0.0,0.0119,Financial_Services,3
obs_666,-0.1154,-0.2111,-0.272,1.2676,0.0,0.098,Sector_Base,3
obs_667,0.0703,0.1783,0.058,0.7874,0.0,0.0357,Consumer_Cyclical,3
obs_668,0.1703,0.1305,0.114,0.0664,0.0,0.0586,Financial_Services,3
obs_669,0.1267,0.122,0.182,0.6386,0.0,0.0113,Industrials,3
obs_670,-0.0232,0.0803,0.037,0.1752,0.0424,0.0262,Consumer_Cyclical,3
obs_671,0.2047,0.1462,0.104,0.8803,0.0,0.0277,Industrials,3
obs_674,0.0455,0.0781,0.023,1.1466,0.0,0.0321,Consumer_Cyclical,3
obs_675,-0.0278,0.0592,0.046,0.7434,0.0273,0.0277,Consumer_Defensive,3
obs_676,-0.109,-0.0941,-0.365,2.0468,0.0,0.0,Real_Estate,3
obs_677,0.2136,0.1086,0.051,1.3995,0.0,0.0399,Sector_Base,3
obs_678,0.1095,0.2373,0.103,0.3859,0.0,0.014,Industrials,3
obs_679,0.0648,0.189,0.054,0.8216,0.0,0.0353,Consumer_Cyclical,3
obs_680,0.013,0.0672,0.045,0.2474,0.0133,0.0232,Consumer_Cyclical,3
obs_682,0.0129,0.0296,0.026,0.5349,0.0,0.1519,Communication_Services,3
obs_683,0.2864,0.0995,0.081,0.6155,0.0,0.0328,Industrials,3
obs_685,-0.0506,0.0121,0.004,2.039,0.0,0.0112,Consumer_Cyclical,3
obs_686,0.0877,0.0526,0.048,0.5613,0.0,0.0498,Financial_Services,3
obs_687,0.1698,0.0229,0.013,0.542,0.0,0.023,Industrials,3
obs_690,0.094,0.0575,0.01,1.2363,0.0,0.044,Industrials,3
obs_691,0.0061,-0.1223,-0.045,0.7118,0.0,0.0064,Healthcare,3
obs_692,0.0618,0.1831,0.122,0.0638,0.0358,0.0348,Industrials,3
obs_693,0.3667,0.1399,0.077,0.9513,0.0,0.0426,Sector_Base,3
obs_698,0.1119,-0.0099,-0.014,1.1149,0.0,0.147,Consumer_Cyclical,3
obs_700,0.7033,0.0483,0.035,0.1851,0.0,0.0182,Healthcare,3
obs_701,0.0833,0.0841,0.107,0.7031,0.0,0.026,Financial_Services,3
obs_703,0.0307,0.0245,0.023,0.0428,0.0,0.0091,Financial_Services,3
obs_704,0.0544,0.1211,0.078,0.07,0.0386,0.0186,Industrials,3
obs_705,0.0504,0.0245,0.059,1.6075,0.0,0.1644,Real_Estate,3
obs_706,0.1886,0.003,-0.003,0.7158,0.0,0.0155,Technology,3
obs_707,0.3987,0.1321,0.084,0.0064,0.0,0.0124,Consumer_Defensive,3
obs_708,-0.0484,0.0612,0.179,1.764,0.0,-0.0078,Real_Estate,3
obs_709,0.0194,0.0788,0.033,1.5847,0.0,0.0176,Industrials,3
obs_710,0.1269,0.1834,0.161,0.6206,0.0,0.0164,Technology,3
obs_712,0.1809,0.0638,0.057,0.3498,0.0,0.0048,Financial_Services,3
obs_713,-0.0136,0.0156,0.049,1.1797,0.0,0.1899,Real_Estate,3
obs_714,0.1655,0.1501,0.08,0.0,0.0,0.0407,Sector_Base,3
obs_715,0.2507,0.1257,0.057,0.6935,0.0,0.0217,Sector_Base,3
obs_717,0.1615,0.1214,0.06,0.3711,0.0,0.0702,Industrials,3
obs_718,0.0636,0.0714,0.104,0.7171,0.0,0.1169,Industrials,3
obs_719,0.0898,0.1887,0.064,0.0,0.0,0.0272,Sector_Base,3
obs_720,0.2216,0.2023,0.08,1.0071,0.0,0.0215,Technology,3
obs_721,0.0613,-0.1001,-0.142,1.2584,0.0,0.0564,Sector_Base,3
obs_724,0.1527,0.2103,0.06,0.4156,0.0,0.0484,Consumer_Cyclical,3
obs_725,0.0885,0.093,0.046,0.3035,0.0,0.0163,Industrials,3
obs_727,-0.0224,-0.0399,-0.021,0.4265,0.0,0.0092,Industrials,3
obs_728,0.2392,0.0442,0.041,0.9843,0.053,0.0525,Healthcare,3
obs_729,0.0231,0.0722,0.021,1.2402,0.0,0.0145,Industrials,3
obs_731,-0.0471,0.2029,0.089,0.5786,0.0,0.0097,Consumer_Cyclical,3
obs_734,0.018,0.0616,0.019,0.0,0.0,0.0193,Consumer_Cyclical,3
obs_735,0.0911,0.0962,0.02,0.2862,0.0,0.0301,Industrials,3
obs_736,-0.0342,0.1136,0.061,0.0879,0.0,0.0243,Technology,3
obs_737,0.0484,-0.0293,-0.01,1.5514,0.0,0.0573,Industrials,3
obs_739,0.078,0.1836,0.137,0.0,0.0,0.0268,Consumer_Cyclical,3
obs_740,0.1882,0.0091,0.007,0.7266,0.0,0.0549,Industrials,3
obs_741,0.1375,0.137,0.084,0.8673,0.0413,0.083,Consumer_Cyclical,3
obs_742,0.3797,-0.0824,-0.028,0.1633,0.0,0.0897,Energy,3
obs_743,0.1094,0.2092,0.126,0.7238,0.0255,0.0841,Industrials,3
obs_744,0.0603,0.1694,0.091,1.1151,0.0146,0.0285,Sector_Base,3
obs_747,0.09,-0.0825,-0.168,1.1164,0.0776,0.0233,Sector_Base,3
obs_748,-0.018,0.0787,0.052,0.3088,0.0,0.0142,Consumer_Defensive,3
obs_749,0.1795,0.2057,0.055,0.345,0.0,0.0513,Industrials,3
obs_751,0.0909,0.0576,0.002,1.6537,0.007,0.0243,Industrials,3
obs_753,0.1274,0.0352,0.014,0.9002,0.0,0.028,Industrials,3
obs_754,-0.0349,0.1295,0.035,0.325,0.0341,0.0289,Consumer_Cyclical,3
obs_757,-0.024,0.2037,0.092,0.0005,0.0,0.0111,Industrials,3
obs_759,0.2658,0.0567,0.034,0.2839,0.0,0.0449,Energy,3
obs_761,-0.0187,0.0063,0.002,0.6731,0.0,0.0208,Industrials,3
obs_762,0.0531,0.0918,0.02,1.5834,0.0,0.0271,Consumer_Cyclical,3
obs_764,0.2351,0.1282,0.026,0.6093,0.0,0.0335,Industrials,3
obs_765,0.109,0.0236,0.025,0.8848,0.0,0.0163,Consumer_Cyclical,3
obs_766,0.3294,0.0605,0.014,1.5985,0.0,0.0392,Consumer_Cyclical,3
obs_769,0.0533,-0.0198,-0.006,0.4347,0.0,0.0547,Industrials,3
obs_770,0.0999,-0.0129,-0.005,0.3915,0.0,0.0296,Consumer_Defensive,3
obs_771,0.1755,0.1559,0.045,0.5506,0.0,0.0263,Consumer_Defensive,3
obs_773,0.0546,0.087,0.074,0.6394,0.0,0.0134,Healthcare,3
obs_774,0.1741,0.2278,0.054,0.8483,0.0,0.0192,Industrials,3
obs_776,0.0779,0.0239,0.005,0.6228,0.0,0.0512,Industrials,3
obs_777,0.1176,0.1345,0.024,0.6545,0.0,0.0044,Technology,3
obs_778,0.0318,0.0705,0.102,0.5292,0.0,0.0079,Financial_Services,3
obs_779,0.1041,0.1059,0.06,0.7067,0.0,0.0347,Consumer_Cyclical,3
obs_783,0.1285,0.1145,0.054,0.0,0.0,0.037,Industrials,3
obs_784,0.1849,0.1738,0.046,1.1825,0.0,0.0072,Industrials,3
obs_785,0.1765,0.0875,0.015,1.0061,0.0,0.0062,Industrials,3
obs_787,0.0778,0.0916,0.064,0.0595,0.0,0.0199,Technology,3
obs_789,0.2801,0.0671,0.033,0.0,0.0,0.1906,Consumer_Cyclical,3
obs_790,0.0471,0.1116,0.061,0.4286,0.0315,0.0201,Consumer_Cyclical,3
obs_791,0.0675,0.1519,0.043,1.3046,0.0,0.0373,Sector_Base,3
obs_793,-0.0039,0.1351,0.055,1.1314,0.0,0.0176,Industrials,3
obs_794,0.1366,0.0142,0.005,0.2048,0.0,0.0217,Technology,3
obs_795,0.2947,0.1334,0.046,0.9309,0.0,0.0084,Industrials,3
obs_796,0.1407,0.0586,0.042,0.0054,0.0,0.0179,Technology,3
obs_800,0.0041,0.089,0.034,0.7108,0.0,0.0261,Industrials,3
obs_801,0.0886,0.2678,0.163,0.0831,0.0,0.0149,Healthcare,3
obs_802,0.1218,0.1117,0.074,0.1969,0.0,0.0159,Industrials,3
obs_803,0.1955,0.0942,0.113,1.3163,0.0,0.0584,Industrials,3
obs_805,0.06,0.0376,0.017,0.0327,0.0126,0.028,Sector_Base,3
obs_807,0.6931,0.2269,0.093,0.308,0.0,0.1381,Industrials,3
obs_808,0.1585,0.0918,0.064,0.4614,0.0,0.0458,Industrials,3
obs_812,0.0412,0.007,-0.069,1.125,0.0,0.1998,Real_Estate,3
obs_813,-0.0215,0.0244,0.019,0.1832,0.0314,0.0271,Industrials,3
obs_814,0.027,0.1576,0.044,0.4758,0.0,0.0721,Sector_Base,3
obs_816,0.0779,0.1037,0.067,0.2257,0.0,0.0159,Industrials,3
obs_817,0.0669,0.0376,0.008,0.0,0.0,0.0448,Consumer_Cyclical,3
obs_818,0.1774,0.1509,0.063,0.1766,0.0,0.1346,Industrials,3
obs_819,0.1321,0.1495,0.104,0.324,0.0283,0.0432,Healthcare,3
obs_820,0.0849,0.1001,0.063,0.5657,0.0,0.0213,Technology,3
obs_822,-0.0091,0.0677,0.058,0.6558,0.0,0.0332,Consumer_Defensive,3
obs_824,0.0361,0.2473,0.073,0.3682,0.0,0.0134,Consumer_Cyclical,3
obs_825,0.0582,0.0438,0.03,0.2857,0.0,0.0092,Consumer_Defensive,3
obs_826,0.099,0.0167,0.009,0.1893,0.0,0.0126,Industrials,3
obs_828,0.1897,0.2247,0.041,0.9075,0.0,0.0143,Energy,3
obs_829,0.1348,0.1239,0.058,0.5003,0.0,0.0463,Sector_Base,3
obs_832,-0.1104,-0.0182,-0.006,1.122,0.0,0.0047,Industrials,3
obs_834,0.0695,0.1584,0.138,0.8727,0.04,0.0358,Healthcare,3
obs_835,-0.0388,0.2441,0.123,0.5437,0.0,0.0339,Sector_Base,3
obs_838,0.1877,0.0554,0.079,0.0756,0.0271,0.173,Technology,3
obs_839,0.1197,0.1369,0.07,0.1153,0.0,0.0748,Consumer_Cyclical,3
obs_840,0.025,0.0592,0.03,0.1234,0.0,0.0288,Technology,3
obs_841,0.1296,0.1664,0.07,0.0861,0.0,0.0267,Industrials,3
obs_842,0.0744,-0.2872,-0.141,0.4988,0.0,-0.0526,Real_Estate,3
obs_843,0.0193,0.0222,0.027,0.1929,0.0,0.054,Consumer_Defensive,3
obs_844,0.5948,0.2909,0.095,0.0906,0.0,0.1287,Energy,3
obs_846,0.0787,0.1249,0.093,0.7509,0.0126,0.042,Sector_Base,3
obs_848,0.0864,0.0696,0.019,0.0,0.0,0.0278,Consumer_Cyclical,3
obs_851,0.0783,0.1298,0.056,0.7267,0.0,0.0171,Consumer_Defensive,3
obs_853,0.1899,0.1554,0.06,0.4221,0.0,0.0391,Sector_Base,3
obs_854,0.1131,0.1048,0.043,0.4713,0.0,0.0132,Consumer_Cyclical,3
obs_855,0.154,0.1443,0.082,0.2812,0.0,0.0167,Industrials,3
obs_856,0.0175,0.2074,0.111,0.0,0.0,0.0253,Consumer_Defensive,3
obs_857,0.0628,0.0692,0.027,0.3257,0.0,0.0605,Industrials,3
obs_860,0.1439,0.1415,0.131,0.9165,0.0,0.1524,Consumer_Cyclical,3
obs_861,0.0912,0.2302,0.19,0.0,0.0,0.0429,Industrials,3
obs_862,0.0291,0.0324,0.011,0.3322,0.0,0.0771,Consumer_Cyclical,3
obs_864,0.0409,0.0281,0.009,0.0,0.0582,0.0261,Technology,3
obs_865,0.0275,-0.0324,-0.027,0.0532,0.0,0.0102,Consumer_Cyclical,3
obs_866,0.0157,0.0633,0.022,0.9068,0.0,0.0373,Technology,3
obs_867,0.122,0.11,0.074,0.1942,0.0,0.0231,Industrials,3
obs_871,0.1252,0.0946,0.044,0.8796,0.0,0.0394,Industrials,3
obs_873,0.1322,0.213,0.107,0.0187,0.0,0.0099,Real_Estate,3
obs_874,0.2008,0.2202,0.1,0.6228,0.0,0.032,Industrials,3
obs_875,-0.0584,0.0274,-0.003,0.9465,0.0,0.0836,Utilities,3
obs_876,0.0651,0.0768,0.043,0.2406,0.0,0.0031,Consumer_Cyclical,3
obs_877,0.0574,0.0732,0.037,0.4202,0.0293,0.0202,Industrials,3
obs_880,0.1537,0.2013,0.093,0.0,0.0,0.0557,Consumer_Defensive,3
obs_881,0.0794,0.0617,0.048,0.6899,0.0491,0.0192,Healthcare,3
obs_882,-0.1034,0.0842,0.064,0.3356,0.0,0.0202,Financial_Services,3
obs_883,0.0446,0.2152,0.244,0.0035,0.0215,0.0341,Healthcare,3
obs_884,0.0663,0.1119,0.097,0.0,0.0,0.0665,Consumer_Cyclical,3
obs_885,0.1335,-0.0595,-0.027,0.7442,0.0562,0.0397,Technology,3
obs_887,-0.0105,0.1796,0.114,1.3122,0.0,0.0711,Consumer_Defensive,3
obs_888,0.1042,0.148,0.117,0.0,0.0399,0.0076,Industrials,3
obs_889,0.1201,0.1063,0.03,1.1295,0.0274,0.0191,Industrials,3
obs_890,0.1144,0.1497,0.115,0.3352,0.0,0.0299,Technology,3
obs_891,0.2135,0.0224,0.007,0.0,0.0,0.1079,Consumer_Cyclical,3
obs_893,-0.004,0.0695,0.037,0.4994,0.0,0.0075,Industrials,3
obs_894,0.1124,0.0908,0.063,0.0917,0.0,0.0525,Technology,3
obs_895,0.685,-0.0768,-0.068,2.6269,0.0,0.1784,Industrials,3
obs_896,0.256,0.1239,0.048,0.6927,0.0,0.0152,Industrials,3
obs_897,0.0963,0.1615,0.077,0.1845,0.0,0.0158,Healthcare,3
obs_899,0.3961,0.077,0.012,1.5081,0.0,0.0142,Energy,3
obs_900,0.1198,0.045,0.018,0.7305,0.0,0.1562,Energy,3
obs_901,0.0795,0.2265,0.141,0.8041,0.0,0.058,Sector_Base,3
obs_902,0.0968,0.1044,0.129,0.2077,0.0,0.0414,Industrials,3
obs_904,0.2131,0.0416,-0.007,1.7775,0.0,-0.3408,Real_Estate,3
obs_905,0.0976,0.1008,0.048,0.6529,0.0,0.1647,Industrials,3
obs_906,0.3096,0.0262,0.041,0.6896,0.0,0.1145,Industrials,3
obs_908,0.0122,0.0613,0.018,0.0,0.0,0.0268,Consumer_Defensive,3
obs_911,0.1105,0.1071,0.045,0.8941,0.0063,0.0708,Sector_Base,3
obs_913,0.1684,0.0356,0.039,0.648,0.0,0.0294,Industrials,3
obs_914,0.0696,0.3476,0.115,0.1508,0.0,0.0297,Healthcare,3
obs_917,0.0726,0.1343,0.095,0.4731,0.0,0.0283,Industrials,3
obs_918,0.0141,-0.0075,-0.011,0.1657,0.0,0.0714,Energy,3
obs_919,0.0268,0.0666,0.03,0.5328,0.0,0.0293,Sector_Base,3
obs_920,0.1212,0.07,0.029,0.2344,0.0,0.0034,Industrials,3
obs_921,0.1903,0.0022,0.003,0.0,0.0,0.0643,Technology,3
obs_922,0.1516,0.0471,0.016,0.0234,0.0,0.0247,Technology,3
obs_923,0.2044,0.057,0.053,0.0633,0.0285,0.0138,Technology,3
obs_924,-0.0052,0.0798,0.086,0.0,0.0,0.0317,Consumer_Defensive,3
obs_927,0.1187,0.1958,0.179,0.0749,0.0,0.0746,Industrials,3
obs_928,0.5844,-0.0511,-0.14,0.3336,0.0,0.2633,Energy,3
obs_929,0.062,0.1801,0.114,0.4981,0.0268,0.0184,Technology,3
obs_930,0.0559,0.0808,0.116,0.6893,0.0,0.2085,Utilities,3
obs_931,-0.0223,0.0453,0.018,0.386,0.035,0.0333,Technology,3
obs_933,0.3406,0.0191,0.03,0.9242,0.0281,0.0319,Industrials,3
obs_934,0.2554,0.0846,0.064,0.148,0.0,0.0053,Industrials,3
obs_935,0.2863,0.1211,0.058,0.6052,0.0,0.0203,Industrials,3
obs_936,-0.0615,0.0799,0.056,0.5324,0.0,0.036,Industrials,3
obs_937,0.1035,0.1563,0.045,0.4116,0.0,0.0664,Healthcare,3
obs_939,0.1228,0.1381,0.088,1.0133,0.0,0.0711,Industrials,3
obs_940,0.0308,0.1054,0.074,1.7417,0.0,0.2166,Communication_Services,3
obs_941,0.2123,0.0844,0.036,0.4897,0.0,0.1345,Industrials,3
obs_942,0.0377,0.1659,0.041,0.4526,0.0,0.0177,Industrials,3
obs_944,0.2126,0.1773,0.086,0.3963,0.0,0.0129,Industrials,3
obs_945,-0.0537,0.0977,0.077,1.3787,0.0,0.0095,Financial_Services,3
obs_946,0.1002,0.0658,0.011,0.5717,0.0,0.0122,Industrials,3
obs_947,0.0822,0.1136,0.122,0.2256,0.018,0.0283,Sector_Base,3
obs_948,0.1207,0.0561,0.02,1.3443,0.0,0.0539,Industrials,3
obs_949,0.1356,0.3227,0.106,0.0,0.0,0.0093,Consumer_Defensive,3
obs_950,0.079,0.113,0.09,0.8352,0.0,0.115,Utilities,3
obs_952,0.2841,0.0826,0.07,0.5036,0.0,0.0409,Energy,3
obs_953,0.1745,-0.0126,-0.008,0.5543,0.0,0.0878,Sector_Base,3
obs_954,0.0859,0.1443,0.049,1.1339,0.0,0.1192,Industrials,3
obs_955,0.0336,0.1935,0.084,0.0526,0.0,0.0337,Industrials,3
obs_956,0.0622,0.1514,0.06,0.1066,0.0,0.0357,Consumer_Cyclical,3
obs_957,0.6669,-0.0483,-0.018,0.5902,0.0,0.0215,Consumer_Cyclical,3
obs_959,0.0046,-0.0068,-0.012,0.2672,0.0513,0.0393,Healthcare,3
obs_961,0.0743,0.1436,0.082,0.3965,0.0,0.0215,Industrials,3
obs_962,0.0225,0.1635,0.024,1.4538,0.0,0.0362,Consumer_Defensive,3
obs_963,-0.0254,0.1554,0.095,0.0,0.0,0.0116,Consumer_Defensive,3
obs_964,-0.0007,0.0758,0.11,0.0105,0.0,0.0532,Consumer_Defensive,3
obs_966,0.2158,-0.0062,-0.002,1.0949,0.0,0.0109,Consumer_Cyclical,3
obs_967,0.4081,0.296,0.121,0.1024,0.0,0.0211,Financial_Services,3
obs_969,0.2209,0.2267,0.052,0.1544,0.0,0.0117,Industrials,3
obs_973,0.0946,0.0937,0.022,0.4064,0.0,0.0161,Industrials,3
obs_974,0.059,0.0252,0.009,1.1208,0.0045,0.0258,Industrials,3
obs_976,0.1015,-0.0653,-0.05,0.0253,0.0087,0.0255,Industrials,3
obs_979,0.0921,0.1364,0.096,0.0,0.0,0.0252,Industrials,3
obs_980,0.0423,0.0695,0.261,1.5565,0.0,0.0924,Real_Estate,3
obs_983,-0.0216,0.092,0.039,0.1053,0.0,0.0184,Consumer_Cyclical,3
obs_984,0.1209,0.0581,0.036,0.1145,0.0,0.0556,Industrials,3
obs_985,-0.068,-0.0881,-0.329,0.8028,0.0,-0.0712,Industrials,3
obs_986,-0.002,0.096,0.058,0.0,0.0,0.0167,Consumer_Cyclical,3
obs_987,0.0385,0.0856,0.029,0.4638,0.0,0.0159,Industrials,3
obs_988,0.0198,0.037,0.038,0.4003,0.0,0.1291,Communication_Services,3
obs_990,0.05,0.1337,0.037,0.2793,0.0,0.0149,Consumer_Defensive,3
obs_991,0.0859,0.0176,0.01,0.2983,0.0436,0.0263,Industrials,3
obs_992,-0.051,0.1928,0.103,0.0,0.0,0.0213,Industrials,3
obs_993,0.1466,0.03,0.033,0.2103,0.0498,0.0774,Technology,3
obs_994,0.0215,0.1038,0.024,0.817,0.0,0.0288,Industrials,3
obs_996,0.1252,0.1213,0.119,0.2897,0.0,0.0391,Technology,3
obs_997,0.0149,-0.0383,-0.062,2.2298,0.0,0.0249,Consumer_Cyclical,3
obs_999,0.1348,-0.0447,-0.036,0.0904,0.0,0.017,Industrials,3
obs_1000,0.0329,0.047,0.03,0.0443,0.0101,0.0471,Consumer_Defensive,3
obs_1002,0.0498,0.1365,0.091,0.0014,0.0,0.0504,Consumer_Defensive,3
obs_1003,0.1252,0.1748,0.152,0.1013,0.0,0.0123,Industrials,3
obs_1004,0.0502,0.2556,0.047,1.0149,0.0,0.0128,Consumer_Cyclical,3
obs_1005,0.0436,0.0731,0.036,0.0,0.0,0.0476,Consumer_Cyclical,3
obs_1006,0.036,-0.0217,-0.006,0.4966,0.0,0.0044,Consumer_Cyclical,3
obs_1007,0.1323,-0.0731,-0.028,0.5618,0.0,0.0454,Consumer_Defensive,3
obs_1009,0.0033,0.3329,0.029,0.7125,0.0,0.0109,Technology,3
obs_1010,0.0752,0.1231,0.046,0.2323,0.0,0.0051,Consumer_Cyclical,3
obs_1011,0.0167,0.1784,0.049,0.001,0.0,0.0316,Technology,3
obs_1012,0.1159,0.0983,0.047,0.2888,0.0244,0.0639,Consumer_Defensive,3
obs_1013,0.2965,0.0929,0.118,0.0524,0.0,-0.0282,Sector_Base,3
obs_1015,0.2889,0.11,0.02,0.9855,0.0,0.0149,Industrials,3
obs_1016,0.0358,0.1397,0.057,0.3419,0.0272,0.0435,Sector_Base,3
obs_1017,0.0589,0.1015,0.043,0.0,0.0,0.0141,Industrials,3
obs_1018,0.0832,0.1532,0.024,0.4989,0.0,0.011,Industrials,3
obs_1020,-0.0554,-0.0536,-0.016,1.6508,0.0,0.0742,Healthcare,3
obs_1021,0.0402,0.093,0.101,0.1636,0.0,0.0364,Consumer_Cyclical,3
obs_1023,0.0382,0.0526,0.043,1.6541,0.0,0.0505,Consumer_Cyclical,3
obs_1024,0.0326,0.0237,0.026,0.3249,0.0,0.0067,Industrials,3
obs_1025,0.0372,0.1257,0.089,0.1146,0.0,0.007,Industrials,3
obs_1026,0.1622,0.0978,0.037,1.6381,0.0,0.1755,Consumer_Cyclical,3
obs_1027,-0.0679,0.0686,0.071,0.1422,0.014,0.0247,Technology,3
obs_1028,-0.0336,0.1098,0.048,1.0479,0.0,0.0469,Industrials,3
obs_1029,0.0561,0.0933,0.035,0.6128,0.0,0.032,Sector_Base,3
obs_1030,0.0322,-0.1109,-0.093,2.1468,0.0,0.2095,Communication_Services,3
obs_1032,0.0515,0.0996,0.069,0.0284,0.0,0.0047,Consumer_Cyclical,3
obs_1034,-0.0145,0.0774,0.07,0.0371,0.0521,0.0123,Consumer_Cyclical,3
obs_1035,0.1985,0.0875,0.027,1.4351,0.035,0.1188,Consumer_Cyclical,3
obs_1037,0.0416,0.1584,0.06,0.6612,0.0,0.0028,Consumer_Cyclical,3
obs_1038,0.196,0.1502,0.023,1.9747,0.0,0.0087,Industrials,3
obs_1039,-0.0858,0.166,0.219,0.0668,0.0,0.0081,Financial_Services,3
obs_1040,0.1201,-0.0798,-0.031,0.3928,0.0,0.0578,Consumer_Defensive,3
obs_1041,0.0818,0.07,0.023,0.286,0.0171,0.036,Industrials,3
obs_1043,0.0815,-0.0652,-0.016,0.1361,0.0,0.0052,Industrials,3
obs_1044,0.2306,0.162,0.095,0.4714,0.0166,0.0258,Industrials,3
obs_1045,0.0954,0.0644,0.186,0.5538,0.0,0.1189,Real_Estate,3
